"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","xsd_type","decimal","spec_type","spec_required","desc"
"C190","12","COD_OBS","char","","","","","","","006","","","C","","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C191","2","VL_FCP_OP","float","","","","","","","","","2","N","","Valor do Fundo de Combate à Pobreza (FCP) vinculado à operação própria, na combinação de CST_ICMS, CFOP e alíquota do ICMS"
"C191","3","VL_FCP_ST","float","","","","","","","","","2","N","","Valor do Fundo de Combate à Pobreza (FCP) vinculado à operação de substituição tributária, na combinação de CST_ICMS, CFOP e alíquota do ICMS"
"C191","4","VL_FCP_RET","float","","","","","","","","","2","N","","Valor relativo ao Fundo de Combate à Pobreza (FCP) retido anteriormente nas operações com Substituição Tributárias, na combinação de CST_ICMS, CFOP e alíquota do ICMS"
"C195","2","COD_OBS","char","True","","","","","","006","","","C","O","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C195","3","TXT_COMPL","char","","","","","","","","","","C","","Descrição complementar do código de observação"
"C197","2","COD_AJ","char","True","","","","","","010*","","","C","O","Código do ajuste/benefício/incentivo, conforme TABELA DE AJUSTES E INFORMAÇÕES DE VALORES PROVENIENTES DE DOCUMENTO FISCAL"
"C197","3","DESCR_COMPL_AJ","char","","","","","","","","","","C","","Descrição complementar do ajuste do documento fiscal"
"C197","4","COD_ITEM","char","","","","","","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"C197","5","VL_BC_ICMS","float","","","","","","","","","2","N","","Base de cálculo do ICMS ou do ICMS ST"
"C197","6","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"C197","7","VL_ICMS","float","","","","","","","","","2","N","","Valor do ICMS ou ICMS ST"
"C197","8","VL_OUTROS","float","","","","","","","","","2","N","","Outros valores"
"C300","2","COD_MOD","char","","","","","","","002*","","","C","","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"C300","3","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"C300","4","SUB","char","","","","","","","003","","","C","","Subsérie do documento fiscal"
"C300","5","NUM_DOC_INI","char","","","","","","","006","numeric_code","","N","","Número do documento fiscal inicial"
"C300","6","NUM_DOC_FIN","char","","","","","","","006","numeric_code","","N","","Número do documento fiscal final"
"C300","7","DT_DOC","date","","","","","","","008*","","","D","","Data da emissão dos documentos fiscais"
"C300","8","VL_DOC","float","","","","","","","","","2","N","","Valor total dos documentos"
"C300","9","VL_PIS","float","","","","","","","","","2","N","","Valor total do PIS"
"C300","10","VL_COFINS","float","","","","","","","","","2","N","","Valor total da COFINS"
"C300","11","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"C310","2","NUM_DOC_CANC","char","","","","","","","006","numeric_code","","N","","Número do documento fiscal cancelado"
"C320","2","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária referente ao ICMS, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"C320","3","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"C320","4","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"C320","5","VL_OPR","float","","","","","","","","","2","N","","Valor total acumulado das operações correspondentes à combinação de CST/ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"C320","6","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"C320","7","VL_ICMS","float","","","","","","","","","2","N","","Valor acumulado do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"C320","8","VL_RED_BC","float","","","","","","","","","2","N","","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS"
"C320","9","COD_OBS","char","","","","","","","006","","","C","","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C321","2","COD_ITEM","char","","","","","","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"C321","3","QTD","float","","","","","","","","","3","N","","Quantidade acumulada do item"
"C321","4","UNID","char","","","","","","","006","","","C","","Unidade do item (Campo 02 do registro 0190)"
"C321","5","VL_ITEM","float","","","","","","","","","2","N","","Valor acumulado do item"
"C321","6","VL_DESC","float","","","","","","","","","2","N","","Valor do desconto acumulado"
"C321","7","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS"
"C321","8","VL_ICMS","float","","","","","","","","","2","N","","Valor acumulado do ICMS debitado"
"C321","9","VL_PIS","float","","","","","","","","","2","N","","Valor acumulado do PIS"
"C321","10","VL_COFINS","float","","","","","","","","","2","N","","Valor acumulado da COFINS"
"C330","2","COD_MOT_REST_COMPL","char","","","","","","","005*","","","C","","Código do motivo da restituição ou complementação conforme Tabela 5.7"
"C330","3","QUANT_CONV","float","","","","","","","","","6","N","","Quantidade do item"
"C330","4","UNID","char","","","","","","","006","","","C","","Unidade adotada para informar o campo QUANT_CONV."
"C330","5","VL_UNIT_CONV","float","","","","","","","","","6","N","","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”"
"C330","6","VL_UNIT_ICMS_NA_OPERACAO_CONV","float","","","","","","","","","6","N","","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”"
"C330","7","VL_UNIT_ICMS_OP_CONV","float","","","","","","","","","6","N","","Valor unitário de ICMS Operações Próprias(OP) para desfazimento da Substituição Tributária(ST)"
"C330","8","VL_UNIT_BC_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Valor unitário médio de ICMS ST, incluindo FCP ST"
"C330","9","VL_UNIT_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Valor unitário médio de ICMS ST, incluindo FCP ST"
"C330","10","VL_UNIT_FCP_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Parcela correspondente a FCP ST que compõe o campo “Valor unit. médio de ICMS ST, incluindo FCP ST”"
"C330","11","VL_UNIT_ICMS_ST_CONV_REST","float","","","","","","","","","6","N","","Valor unitário do ICMS ST, incluindo FCP ST, a ser restituído/ressarcido"
"C330","12","VL_UNIT_FCP_ST_CONV_REST","float","","","","","","","","","6","N","","Parcela correspondente a FCP ST que compõe o campo “Valor unit. ICMS ST, incluindo FCP ST, a ser restituído/ressarcido”"
"C330","13","VL_UNIT_ICMS_ST_CONV_COMPL","float","","","","","","","","","6","N","","Valor unitário do complemento do ICMS, incluindo FCP ST, considerando a unidade utilizada para informar o campo “Quantidade do Item”"
"C330","14","VL_UNIT_FCP_ST_CONV_COMPL","float","","","","","","","","","6","N","","Valor unitário correspondente à parcela de FCP ST que compõe o campo acima, considerando unidade utilizada para informar o campo “Quantidade do Item”."
"C350","2","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"C350","3","SUB_SER","char","","","","","","","003","","","C","","Subsérie do Documento Fiscal"
"C350","4","NUM_DOC","char","","","","","","","006","numeric_code","","N","","Número do documento fiscal"
"C350","5","DT_DOC","date","","","","","","","008","","","D","","Data da emissão do documento fiscal"
"C350","6","CNPJ_CPF","char","","","","","","","014","","","C","","CNPJ ou CPF do destinatário"
"C350","7","VL_MERC","float","","","","","","","","","2","N","","Valor das mercadorias constantes no documento fiscal"
"C350","8","VL_DOC","float","","","","","","","","","2","N","","Valor Total do Documento Fiscal"
"C350","9","VL_DESC","float","","","","","","","","","2","N","","Valor Total do desconto"
"C350","10","VL_PIS","float","","","","","","","","","2","N","","Valor Total do PIS"
"C350","11","VL_COFIS","float","","","","","","","","","2","N","","Valor Total da COFIS"
"C350","12","COD_CTA","char","","","","","","","","","","C","","Código da Conta Analítica Contábil creditada/Debitada"
"C370","2","NUM_ITEM","char","","","","","","","003","numeric_code","","N","","Número Sequencial do item no documento fiscal"
"C370","3","COD_ITEM","char","","","","","","","060","","","C","","Código do Item (Campo 02 do Registro 0200)"
"C370","4","QTD","float","","","","","","","","","3","N","","Quantidade do Item"
"C370","5","UNID","char","","","","","","","006","","","C","","Unidade do Item (campo 02 do Registro 0190)"
"C370","6","VL_ITEM","float","","","","","","","","","2","N","","Valor total do item"
"C370","7","VL_DESC","float","","","","","","","","","2","N","","Valor total do desconto no item"
"C380","2","COD_MOT_REST_COMPL","char","","","","","","","005*","","","C","","Código do motivo da restituição ou complementação conforme Tabela 5.7"
"C380","3","QUANT_CONV","float","","","","","","","","","6","N","","Quantidade do item"
"C380","4","UNID","char","","","","","","","006","","","C","","Unidade adotada para informar o campo QUANT_CONV."
"C380","5","VL_UNIT_CONV","float","","","","","","","","","6","N","","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”"
"C380","6","VL_UNIT_ICMS_NA_OPERACAO_CONV","float","","","","","","","","","6","N","","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”"
"C380","7","VL_UNIT_ICMS_OP_CONV","float","","","","","","","","","6","N","","Valor unitário de ICMS Operações Próprias(OP) para desfazimento da Substituição Tributária(ST)"
"C380","8","VL_UNIT_BC_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Valor unitário médio de ICMS Operações Próprias"
"C380","9","VL_UNIT_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Valor unitário médio de ICMS ST, incluindo FCP ST"
"C380","10","VL_UNIT_FCP_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Parcela correspondente a FCP ST que compõe o campo “Valor unit. médio de ICMS ST, incluindo FCP ST”"
"C380","11","VL_UNIT_ICMS_ST_CONV_REST","float","","","","","","","","","6","N","","Valor unitário do ICMS ST, incluindo FCP ST, a ser restituído/ressarcido"
"C380","12","VL_UNIT_FCP_ST_CONV_REST","float","","","","","","","","","6","N","","Parcela correspondente a FCP ST que compõe o campo “Valor unit. ICMS ST, incluindo FCP ST, a ser restituído/ressarcido”"
"C380","13","VL_UNIT_ICMS_ST_CONV_COMPL","float","","","","","","","","","6","N","","Valor unitário do complemento do ICMS, incluindo FCP ST, considerando a unidade utilizada para informar o campo “Quantidade do Item”"
"C380","14","VL_UNIT_FCP_ST_CONV_COMPL","float","","","","","","","","","6","N","","Valor unitário correspondente à parcela de FCP ST que compõe o campo acima, considerando unidade utilizada para informar o campo “Quantidade do Item”."
"C380","15","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária referente ao ICMS"
"C380","16","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"C390","2","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária"
"C390","3","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"C390","4","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"C390","5","VL_OPR","float","","","","","","","","","2","N","","Valor total acumulado das operações correspondentes à combinação de CST_ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos"
"C390","6","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS"
"C390","7","VL_ICMS","float","","","","","","","","","2","N","","Valor acumulado do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS"
"C390","8","VL_RED_BC","float","","","","","","","","","2","N","","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS"
"C390","9","COD_OBS","char","","","","","","","006","","","C","","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C400","2","COD_MOD","char","","","","","","","002*","","","C","","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"C400","3","ECF_MOD","char","","","","","","","020","","","C","","Modelo do equipamento"
"C400","4","ECF_FAB","char","","","","","","","021","","","C","","Número de série de fabricação do ECF"
"C400","5","ECF_CX","char","","","","","","","003","numeric_code","","N","","Número do caixa atribuído ao ECF"
"C405","2","DT_DOC","date","","","","","","","008*","","","D","","Data do movimento a que se refere a Redução Z"
"C405","3","CRO","char","","","","","","","003","numeric_code","","N","","Posição do Contador de Reinício de Operação"
"C405","4","CRZ","char","","","","","","","006","numeric_code","","N","","Posição do Contador de Redução Z"
"C405","5","NUM_COO_FIN","char","","","","","","","009","numeric_code","","N","","Número do Contador de Ordem de Operação do último documento emitido no dia. (Número do COO na Redução Z)"
"C405","6","GT_FIN","float","","","","","","","","","2","N","","Valor do Grande Total final"
"C405","7","VL_BRT","float","","","","","","","","","2","N","","Valor da venda bruta"
"C410","2","VL_PIS","float","","","","","","","","","2","N","","Valor total do PIS"
"C410","3","VL_COFINS","float","","","","","","","","","2","N","","Valor total da COFINS"
"C420","2","COD_TOT_PAR","char","","","","","","","007","","","C","","Código do totalizador, conforme Tabela de Códigos dos Totalizadores Parciais da REDUÇÃO Z"
"C420","3","VLR_ACUM_TOT","float","","","","","","","","","2","N","","Valor acumulado no totalizador, relativo à respectiva Redução Z"
"C420","4","NR_TOT","char","","","","","","","002","numeric_code","","N","","Número do totalizador quando ocorrer mais de uma situação com a mesma carga tributária efetiva"
"C420","5","DESCR_NR_TOT","char","","","","","","","","","","C","","Descrição da situação tributária relativa ao totalizador parcial do campo anterior"
"C425","2","COD_ITEM","char","","","","","","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"C425","3","QTD","float","","","","","","","","","3","N","","Quantidade acumulada do item"
"C425","4","UNID","char","","","","","","","006","","","C","","Unidade do item (Campo 02 do registro 0190)"
"C425","5","VL_ITEM","float","","","","","","","","","2","N","","Valor acumulado do item"
"C425","6","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"C425","7","VL_COFINS","float","","","","","","","","","2","N","","Valor da COFINS"
"C430","2","COD_MOT_REST_COMPL","char","","","","","","","005*","","","C","","Código do motivo da restituição ou complementação conforme Tabela 5.7"
"C430","3","QUANT_CONV","float","","","","","","","","","6","N","","Quantidade do item"
"C430","4","UNID","char","","","","","","","006","","","C","","Unidade adotada para informar o campo QUANT_CONV."
"C430","5","VL_UNIT_CONV","float","","","","","","","","","6","N","","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”"
"C430","6","VL_UNIT_ICMS_NA_OPERACAO_CONV","float","","","","","","","","","6","N","","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”"
"C430","7","VL_UNIT_ICMS_OP_CONV","float","","","","","","","","","6","N","","Valor unitário de ICMS Operações Próprias(OP) para desfazimento da Substituição Tributária(ST)"
"C430","8","VL_UNIT_BC_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Valor unitário médio de ICMS Operações Próprias"
"C430","9","VL_UNIT_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Valor unitário médio de ICMS ST, incluindo FCP ST"
"C430","10","VL_UNIT_FCP_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Parcela correspondente a FCP ST que compõe o campo “Valor unit. médio de ICMS ST, incluindo FCP ST”"
"C430","11","VL_UNIT_ICMS_ST_CONV_REST","float","","","","","","","","","6","N","","Valor unitário do ICMS ST, incluindo FCP ST, a ser restituído/ressarcido"
"C430","12","VL_UNIT_FCP_ST_CONV_REST","float","","","","","","","","","6","N","","Parcela correspondente a FCP ST que compõe o campo “Valor unit. ICMS ST, incluindo FCP ST, a ser restituído/ressarcido”"
"C430","13","VL_UNIT_ICMS_ST_CONV_COMPL","float","","","","","","","","","6","N","","Valor unitário do complemento do ICMS, incluindo FCP ST, considerando a unidade utilizada para informar o campo “Quantidade do Item”"
"C430","14","VL_UNIT_FCP_ST_CONV_COMPL","float","","","","","","","","","6","N","","Valor unitário correspondente à parcela de FCP ST que compõe o campo acima, considerando unidade utilizada para informar o campo “Quantidade do Item”."
"C430","15","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária referente ao ICMS"
"C430","16","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"C460","2","COD_MOD","char","","","","","","","002*","","","C","","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"C460","3","COD_SIT","char","","","","","","","002*","numeric_code","","N","","Código da situação do documento fiscal, conforme a Tabela Situação do Documento"
"C460","4","NUM_DOC","char","","","","","","","009","numeric_code","","N","","Número do documento fiscal (COO)"
"C460","5","DT_DOC","date","","","","","","","008*","","","D","","Data da emissão do documento fiscal"
"C460","6","VL_DOC","float","","","","","","","","","2","N","","Valor total do documento fiscal"
"C460","7","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"C460","8","VL_COFINS","float","","","","","","","","","2","N","","Valor da COFINS"
"C460","9","CPF_CNPJ","char","","","","","","","014","","","C","","CPF ou CNPJ do adquirente"
"C460","10","NOME_ADQ","char","","","","","","","060","","","C","","Nome do adquirente"
"C465","2","CHV_CFE","char","","","","","","","044*","","","C","","Chave do Cupom Fiscal Eletrônico"
"C465","3","NUM_CCF","char","","","","","","","009","numeric_code","","N","","Número do Contador do Cupom Fiscal"
"C470","2","COD_ITEM","char","","","","","","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"C470","3","QTD","float","","","","","","","","","3","N","","Quantidade do item"
"C470","4","QTD_CANC","float","","","","","","","","","3","N","","Quantidade cancelada, no caso de cancelamento parcial de item"
"C470","5","UNID","char","","","","","","","006","","","C","","Unidade do item (Campo 02 do registro 0190)"
"C470","6","VL_ITEM","float","","","","","","","","","2","N","","Valor do item"
"C470","7","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária referente ao ICMS"
"C470","8","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"C470","9","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS – Carga tributária efetiva em percentual"
"C470","10","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"C470","11","VL_COFINS","float","","","","","","","","","2","N","","Valor da COFINS"
"C480","2","COD_MOT_REST_COMPL","char","","","","","","","005*","","","C","","Código do motivo da restituição ou complementação conforme Tabela 5.7"
"C480","3","QUANT_CONV","float","","","","","","","","","6","N","","Quantidade do item"
"C480","4","UNID","char","","","","","","","006","","","C","","Unidade adotada para informar o campo QUANT_CONV."
"C480","5","VL_UNIT_CONV","float","","","","","","","","","6","N","","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”"
"C480","6","VL_UNIT_ICMS_NA_OPERACAO_CONV","float","","","","","","","","","6","N","","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”"
"C480","7","VL_UNIT_ICMS_OP_CONV","float","","","","","","","","","6","N","","Valor unitário de ICMS Operações Próprias(OP) para desfazimento da Substituição Tributária(ST)"
"C480","8","VL_UNIT_BC_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Valor unitário médio de ICMS Operações Próprias"
"C480","9","VL_UNIT_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Valor unitário médio de ICMS ST, incluindo FCP ST"
"C480","10","VL_UNIT_FCP_ICMS_ST_ESTOQUE_CONV","float","","","","","","","","","6","N","","Parcela correspondente a FCP ST que compõe o campo “Valor unit. médio de ICMS ST, incluindo FCP ST”"
"C480","11","VL_UNIT_ICMS_ST_CONV_REST","float","","","","","","","","","6","N","","Valor unitário do ICMS ST, incluindo FCP ST, a ser restituído/ressarcido"
"C480","12","VL_UNIT_FCP_ST_CONV_REST","float","","","","","","","","","6","N","","Parcela correspondente a FCP ST que compõe o campo “Valor unit. ICMS ST, incluindo FCP ST, a ser restituído/ressarcido”"
"C480","13","VL_UNIT_ICMS_ST_CONV_COMPL","float","","","","","","","","","6","N","","Valor unitário do complemento do ICMS, incluindo FCP ST, considerando a unidade utilizada para informar o campo “Quantidade do Item”"
"C480","14","VL_UNIT_FCP_ST_CONV_COMPL","float","","","","","","","","","6","N","","Valor unitário correspondente à parcela de FCP ST que compõe o campo acima, considerando unidade utilizada para informar o campo “Quantidade do Item”."
"C480","15","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária referente ao ICMS"
"C480","16","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"C490","2","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"C490","3","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"C490","4","ALIQ_ICMS","float","","","","","","","006","","2","N","","Carga tributária efetiva"
"C490","5","VL_OPR","float","","","","","","","","","2","N","","Valor da operação correspondente à combinação de CST/ICMS, CFOP e carga tributária do ICMS, incluido acréscimo e excluído desconto"
"C490","6","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e carga tributária do ICMS"
"C490","7","VL_ICMS","float","","","","","","","","","2","N","","Valor do ICMS, referente à combinação de CST/ICMS, CFOP e carga tributária do ICMS"
"C490","8","COD_OBS","char","","","","","","","006","","","C","","Código da observação do lançamento fiscal (campo 02 do Registro 0460)"
"C500","2","IND_OPER","char","True","","","","","","001","","","C","O","Indicador do tipo de operação"
"C500","3","IND_EMIT","char","True","","","","","","001","","","C","O","Indicador do emitente do documento fiscal"
"C500","4","COD_PART","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - do adquirente, no caso das saídas; - do fornecedor no caso de entradas"
"C500","5","COD_MOD","char","True","","","","","","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"C500","6","COD_SIT","char","True","","","","","","002*","numeric_code","","N","O","Código da situação do documento fiscal, conforme a Tabela Situação do Documento"
"C500","7","SER","char","","","","","","","004","","","C","","Série do documento fiscal"
"C500","8","SUB","char","","","","","","","003","numeric_code","","N","","Subsérie do documento fiscal"
"C500","9","COD_CONS","char","","","","","","","002*","numeric_code","","N","","Código de classe de consumo de energia elétrica, conforme a Tabela de Faixa de Consumo de Energia Elétrica, ou Código de Consumo de Fornecimento D´água conforme Tabela de Classes de Consumo de Água Canalizada ou Código da classe de consumo de gás canalizado conforme Tabela de Classes de Consumo de Gás Canalizado"
"C500","10","NUM_DOC","char","True","","","","","","009","numeric_code","","N","O","Número do documento fiscal"
"C500","11","DT_DOC","date","True","","","","","","008*","","","D","O","Data da emissão do documento fiscal"
"C500","12","DT_E_S","date","True","","","","","","008*","","","D","O","Data da entrada ou da saída"
"C500","13","VL_DOC","float","True","","","","","","","","2","N","O","Valor total do documento fiscal"
"C500","14","VL_DESC","float","","","","","","","","","2","N","","Valor total do desconto"
"C500","15","VL_FORN","float","True","","","","","","","","2","N","O","Valor total fornecido/consumido"
"C500","16","VL_SERV_NT","float","","","","","","","","","2","N","","Valor total dos serviços não-tributados pelo ICMS"
"C500","17","VL_TERC","float","","","","","","","","","2","N","","Valor total cobrado em nome de terceiros"
"C500","18","VL_DA","float","","","","","","","","","2","N","","Valor total de despesas acessórias indicadas no documento fiscal"
"C500","19","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS"
"C500","20","VL_ICMS","float","","","","","","","","","2","N","","Valor acumulado do ICMS"
"C500","21","VL_BC_ICMS_ST","float","","","","","","","","","2","N","","Valor acumulado da base de cálculo do ICMS substituição tributária"
"C500","22","VL_ICMS_ST","float","","","","","","","","","2","N","","Valor acumulado do ICMS retido por substituição tributária"
"C500","23","COD_INF","char","","","","","","","006","","","C","","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"C500","24","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"C500","25","VL_COFINS","float","","","","","","","","","2","N","","Valor da COFINS"
"C500","26","TP_LIGACAO","char","","","","","","","001*","numeric_code","","N","","Código de tipo de Ligação"
"C500","27","COD_GRUPO_TENSAO","char","","","","","","","002*","numeric_code","","N","","Código de grupo de tensão"
"C500","28","CHV_DOCE","char","","","","","","","044*","","","C","","Chave da Nota Fiscal de Energia Elétrica Eletrônica"
"C500","29","FIN_DOCE","char","","","","","","","001*","numeric_code","","N","","Finalidade da emissão do documento eletrônico"
"C500","30","CHV_DOCE_REF","char","","","","","","","044*","","","C","","Chave da nota referenciada, substituída ou ajustada"
"C500","31","IND_DEST","char","","","","","","","001*","numeric_code","","N","","Indicador do Destinatário/Acessante"
"C500","32","COD_MUN_DEST","char","","","","","","","007*","numeric_code","","N","","Código do Município do destinatário conforme a tabela do IBGE"
"C500","33","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"C500","34","COD_MOD_DOC_REF","char","","","","","","","002*","","","C","","Código do modelo do documento fiscal referenciado, conforme a Tabela 4.1.1"
"C500","35","HASH_DOC_REF","char","","","","","","","032","","","C",""," Código de autenticação digital do registro (Convênio 115/2003)"
"C500","36","SER_DOC_REF","char","","","","","","","004","","","C","","Série do documento fiscal referenciado"
"C500","37","NUM_DOC_REF","char","","","","","","","009","numeric_code","","N","","Número do documento fiscal referenciado"
"C500","38","MES_DOC_REF","char","","","","","","","006*","numeric_code","","N","","Mês e ano da emissão do documento fiscal referenciado"
"C500","39","ENER_INJET","float","","","","","","","","","2","N","","Energia injetada"
"C500","40","OUTRAS_DED","float","","","","","","","","","2","N","","Outras Deduções"
"C510","2","NUM_ITEM","char","","","","","","","003","numeric_code","","N","","Número seqüencial do item no documento fiscal"
"C510","3","COD_ITEM","char","","","","","","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"C510","4","COD_CLASS","char","","","","","","","004*","numeric_code","","N","","Código de classificação do item de energia elétrica, conforme a Tabela Classificação de Itens de Energia Elétrica, Serviços de Comunicação e Telecomunicação"
"C510","5","QTD","float","","","","","","","","","3","N","","Quantidade do item"
"C510","6","UNID","char","","","","","","","006","","","C","","Unidade do item (Campo 02 do registro 0190)"
"C510","7","VL_ITEM","float","","","","","","","","","2","N","","Valor do item"
"C510","8","VL_DESC","float","","","","","","","","","2","N","","Valor total do desconto"
"C510","9","CST_ICMS","char","","","","","","","003*","numeric_code","","N","","Código da Situação Tributária, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"C510","10","CFOP","char","","","","","","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"C510","11","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor da base de cálculo do ICMS"
"C510","12","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"C510","13","VL_ICMS","float","","","","","","","","","2","N","","Valor do ICMS creditado/debitado"
"C510","14","VL_BC_ICMS_ST","float","","","","","","","","","2","N","","Valor da base de cálculo referente à substituição tributária"
"C510","15","ALIQ_ST","float","","","","","","","006","","2","N","","Alíquota do ICMS da substituição tributária na unidade da federação de destino"
"C510","16","VL_ICMS_ST","float","","","","","","","","","2","N","","Valor do ICMS referente à substituição tributária"
"C510","17","IND_REC","char","","","","","","","001","","","C","","Indicador do tipo de receita"
"C510","18","COD_PART","char","","","","","","","060","","","C","","Código do participante receptor da receita, terceiro da operação (campo 02 do Registro 0150)"
"C510","19","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"C510","20","VL_COFINS","float","","","","","","","","","2","N","","Valor da COFINS"
"C510","21","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"C590","2","CST_ICMS","char","True","","","","","","003*","numeric_code","","N","O","Código da Situação Tributária, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"C590","3","CFOP","char","True","","","","","","004*","numeric_code","","N","O","Código Fiscal de Operação e Prestação do agrupamento de itens"
