"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","xsd_type","decimal","spec_type","spec_required","desc"
"E531","5","SUB","char","","","","","","","003","numeric_code","","N","","Subsérie do documento fiscal"
"E531","6","NUM_DOC","char","True","","","","","","009","numeric_code","","N","O","Número do documento fiscal"
"E531","7","DT_DOC","date","True","","","","","","008*","","","D","O","Data da emissão do documento fiscal (DDMMAAAA)"
"E531","8","COD_ITEM","char","","","","","","","","","","C","","Código do item (campo 02 do Registro 0200)"
"E531","9","VL_AJ_ITEM","float","True","","","","","","","","2","N","O","Valor do ajuste para a operação/item"
"E531","10","CHV_NFE","char","","","","","","","044*","","","C","","Chave da Nota Fiscal Eletrônica"
"E990","2","QTD_LIN_E","int","True","","","","","","","","","N","O","Quantidade total de linhas do Bloco E"
"G001","2","IND_MOV","char","True","","","","","","001","","","C","O","Indicador de movimento"
"G110","2","DT_INI","date","True","","","","","","008*","","","D","O","Data inicial a que a apuração se refere"
"G110","3","DT_FIN","date","True","","","","","","008*","","","D","O","Data final a que a apuração se refere"
"G110","4","SALDO_IN_ICMS","float","True","","","","","","","","2","N","O","Saldo inicial de ICMS do CIAP, composto por ICMS de bens que entraram anteriormente ao período de apuração"
"G110","5","SOM_PARC","float","True","","","","","","","","2","N","O","Somatório das parcelas de ICMS passível de apropriação de cada bem – campo 10 do G125"
"G110","6","VL_TRIB_EXP","float","True","","","","","","","","2","N","O","Valor do somatório das saídas tributadas e saídas para exportação"
"G110","7","VL_TOTAL","float","True","","","","","","","","2","N","O","Valor total de saídas"
"G110","8","IND_PER_SAI","char","True","","","","","","","numeric_code","8","N","O","Índice de participação do valor do somatório das saídas tributadas e saídas para exportação no valor total de saídas (Campo 06 dividido pelo campo 07)"
"G110","9","ICMS_APROP","float","True","","","","","","","","2","N","O","Parcela de ICMS a ser apropriada no Registro de Apuração do ICMS"
"G110","10","SOM_ICMS_OC","float","True","","","","","","","","2","N","O","Valor de outras parcelas a ser apropriada na Apuração do ICMS, correspondente ao somatório do campo 09 do registro G126"
"G125","2","COD_IND_BEM","char","True","","","","","","060","","","C","O","Código individualizado do bem ou componente adotado no controle patrimonial do estabelecimento informante. (campo 2 do registro 0300)"
"G125","3","DT_MOV","date","True","","","","","","008*","","","D","O","Data da movimentação ou do saldo inicial"
"G125","4","TIPO_MOV","char","True","","","","","","002*","","","C","O","Tipo de movimentação do bem ou componente"
"G125","5","VL_IMOB_ICMS_OP","float","","","","","","","","","2","N","","Valor do ICMS da Operação Própria na entrada do bem ou componente"
"G125","6","VL_IMOB_ICMS_ST","float","","","","","","","","","2","N","","Valor do ICMS da Oper. por Sub. Tributária na entrada do bem ou componente"
"G125","7","VL_IMOB_ICMS_FRT","float","","","","","","","","","2","N","","Valor do ICMS sobre Frete do Conhecimento de Transporte na entrada do bem ou componente"
"G125","8","VL_IMOB_ICMS_DIF","float","","","","","","","","","2","N","","Valor do ICMS - Diferencial de Alíquota, conforme Doc. de Arrecadação, na entrada do bem ou componente"
"G125","9","NUM_PARC","char","","","","","","","003","numeric_code","","N","","Número da parcela do ICMS"
"G125","10","VL_PARC_PASS","float","","","","","","","","","2","N","","Valor da parcela de ICMS passível de apropriação - antes da aplicação da participação percentual do valor das saídas tributadas/exportação sobre as saídas totais (Modelo D)"
"G126","2","DT_INI","date","True","","","","","","008*","","","D","O","Data inicial do período de apuração"
"G126","3","DT_FIN","date","True","","","","","","008*","","","D","O","Data final do período de apuração"
"G126","4","NUM_PARC","char","True","","","","","","003","numeric_code","","N","O","Número da parcela do ICMS"
"G126","5","VL_PARC_PASS","float","True","","","","","","","","2","N","O","Valor da parcela de ICMS passível de apropriação - antes da aplicação da participação percentual do valor das saídas tributadas/exportação sobre as saídas totais"
"G126","6","VL_TRIB_OC","float","True","","","","","","","","2","N","O","Valor do somatório das saídas tributadas e saídas para exportação no período indicado neste registro"
"G126","7","VL_TOTAL","float","True","","","","","","","","2","N","O","Valor total de saídas no período indicado neste registro"
"G126","8","IND_PER_SAI","char","True","","","","","","","numeric_code","8","N","O","Índice de participação do valor do somatório das saídas tributadas e saídas para exportação no valor total de saídas (Campo 06 dividido pelo campo 07)"
"G126","9","VL_PARC_APROP","float","True","","","","","","","","2","N","O","Valor da parcela apropriada de ICMS"
"G130","2","IND_EMIT","char","True","","","","","","001*","","","C","O","Indicador do emitente do documento fiscal"
"G130","3","COD_PART","char","True","","","","","","060","","","C","O","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas"
"G130","4","COD_MOD","char","True","","","","","","002*","","","C","O","Código do modelo do documento fiscal, conforme a tabela de Codificação dos Documentos"
"G130","5","SERIE","char","","","","","","","003","","","C","","Série do documento fiscal"
"G130","6","NUM_DOC","char","True","","","","","","009","numeric_code","","N","O","Número do documento fiscal"
"G130","7","CHV_NFE_CTE","char","","","","","","","044*","","","C","","Chave do documento fiscal eletrônico"
"G130","8","DT_DOC","date","True","","","","","","008*","","","D","O","Data da emissão do documento fiscal (DDMMAAAA)"
"G130","9","NUM_DA","char","","","","","","","","","","C","","Número do documento de arrecadação"
"G140","2","NUM_ITEM","char","True","","","","","","003","numeric_code","","N","O","Número seqüencial do item no documento fiscal"
"G140","3","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"G140","4","QTDE","float","True","","","","","","","","5","N","O","Quantidade, deste item da nota fiscal, que foi aplicada neste bem, expressa na mesma unidade constante no documento fiscal de entrada"
"G140","5","UNID","char","True","","","","","","006","","","C","O","Unidade do item constante no documento fiscal de entrada"
"G140","6","VL_ICMS_OP_APLICADO","float","True","","","","","","","","2","N","O","Valor do ICMS da Operação Própria na entrada do item, proporcional à quantidade aplicada no bem ou componente."
"G140","7","VL_ICMS_ST_APLICADO","float","True","","","","","","","","2","N","O","Valor do ICMS ST na entrada do item, proporcional à quantidade aplicada no bem ou componente"
"G140","8","VL_ICMS_FRT_APLICADO","float","True","","","","","","","","2","N","O","Código do item (campo 02 do Registro 0200)"
"G140","9","VL_ICMS_DIF_APLICADO","float","True","","","","","","","","2","N","O","Valor do ICMS Diferencial de Alíquota, na entrada do item, proporcional à quantidade aplicada no bem ou componente"
"G990","2","QTD_LIN_G","int","True","","","","","","","","","N","O","Quantidade total de linhas do Bloco G"
"H001","2","IND_MOV","char","True","","","","","","001","","","C","O","Indicador de movimento"
"H005","2","DT_INV","date","True","","","","","","008*","","","D","O","Data do inventário"
"H005","3","VL_INV","float","True","","","","","","","","2","N","O","Valor total do estoque"
"H005","4","MOT_INV","char","True","","","","","","002*","","","C","O","Informe o motivo do Inventário: 01 – No final no período; 02 – Na mudança de forma de tributação da mercadoria (ICMS); 03 – Na solicitação da baixa cadastral, paralisação temporária; 04 – Na alteração de regime de pagamento – condição do contribuinte; 05 – Por determinação dos fiscos"
"H010","2","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"H010","3","UNID","char","True","","","","","","006","","","C","O","Unidade do item (Campo 06 do registro 0200)"
"H010","4","QTD","float","True","","","","","","","","3","N","O","Quantidade do item"
"H010","5","VL_UNIT","float","True","","","","","","","","6","N","O","Valor unitário do item"
"H010","6","VL_ITEM","float","True","","","","","","","","2","N","O","Valor do item"
"H010","7","IND_PROP","char","True","","","","","","001","","","C","O","Indicador de propriedade/posse do item"
"H010","8","COD_PART","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo"
"H010","9","TXT_COMPL","char","","","","","","","","","","C","","Descrição complementar"
"H010","10","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"H010","11","VL_ITEM_IR","float","","","","","","","","","2","N","","Valor do item para efeitos do Imposto de Renda"
"H020","2","CST_ICMS","char","True","","","","","","003*","numeric_code","","N","O","Código da Situação Tributária referente ao ICMS, conforme a Tabela indicada no item 4.3.1"
"H020","3","BL_ICMS","float","True","","","","","","","","2","N","O","Informe a base de cálculo do ICMS"
"H020","4","VL_ICMS","float","True","","","","","","","","2","N","O","Informe o valor do ICMS a ser debitado ou creditado"
"H030","2","VL_ICMS_OP","float","True","","","","","","","","6","N","O","Valor médio unitário do ICMS OP"
"H030","3","VL_BC_ICMS_ST","float","True","","","","","","","","6","N","O","Valor médio unitário da Base de Cálculo do ICMS ST, incluindo FCP ST"
"H030","4","VL_ICMS_ST","float","True","","","","","","","","6","N","O","Valor médio unitário do ICMS ST"
"H030","5","VL_FCP","float","True","","","","","","","","6","N","O","Valor médio unitário de FCP ST"
"H990","2","QTD_LIN_H","int","True","","","","","","","","","N","O","Quantidade total de linhas do Bloco H"
"K001","2","IND_MOV","char","True","","","","","","001","numeric_code","","N","O","Indicador de movimento"
"K010","2","IND_TP_LEIAUTE","char","True","","","","","","001*","numeric_code","","N","O","Indicador de tipo de leiaute adotado:(0-Leiaute simplificado/1-Leiaute completo)"
"K100","2","DT_INI","date","True","","","","","","008*","","","D","O","Data inicial a que a apuração se refere"
"K100","3","DT_FIN","date","True","","","","","","008*","","","D","O","Data final a que a apuração se refere"
"K200","2","DT_EST","date","True","","","","","","008*","","","D","O","Data do estoque final"
"K200","3","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"K200","4","QTD","float","True","","","","","","017","","3","N","O","Quantidade em estoque"
"K200","5","IND_EST","char","True","","","","","","001","","","C","O","Indicador do tipo de estoque"
"K200","6","COD_PART","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150):- proprietário/possuidor que não seja o informante do arquivo"
"K210","2","DT_INI_OS","date","","","","","","","008*","","","D","","Data de início da ordem de serviço"
"K210","3","DT_FIN_OS","date","","","","","","","008*","","","D","","Data de conclusão da ordem de serviço"
"K210","4","COD_DOC_OS","char","","","","","","","030","","","C","","Código de identificação da ordem de serviço"
"K210","5","COD_ITEM_ORI","char","True","","","","","","060","","","C","O","Código do item de origem (campo 02 do Registro 0200)"
"K210","6","QTD_ORI","float","True","","","","","","","","6","N","O","Quantidade de origem - saída do estoque"
"K215","2","COD_ITEM_DEST","char","True","","","","","","060","","","C","O"," Código do item de destino (campo 02 do Registro 0200)"
"K215","3","QTD_DES","float","True","","","","","","","","6","N","O","Quantidade de destino – entrada em estoque"
"K220","2","DT_MOV","date","True","","","","","","008*","","","D","O","Data da movimentação interna"
"K220","3","COD_ITEM_ORI","char","True","","","","","","060","","","C","O","Código do item de origem (campo 02 do Registro 0200)"
"K220","4","COD_ITEM_DEST","char","True","","","","","","060","","","C","O","Código do item de destino (campo 02 do Registro 0200)"
"K220","5","QTD_ORI","float","True","","","","","","017","","6","N","O","Quantidade movimentada do item de origem codificado no campo 03"
"K220","6","QTD_DEST","float","True","","","","","","017","","6","N","O","Quantidade movimentada do item de destino codificado no campo 04"
"K230","2","DT_INI_OP","date","","","","","","","008*","","","D","","Data de início da ordem de produção"
"K230","3","DT_FIN_OP","date","","","","","","","008*","","","D","","Data de conclusão da ordem de produção"
"K230","4","COD_DOC_OP","char","","","","","","","030","","","C","","Código de identificação da ordem de produção"
"K230","5","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item produzido (campo 02 do Registro 0200)"
"K230","6","QTD_ENC","float","True","","","","","","017","","6","N","O","Quantidade de produção acabada"
"K235","2","DT_SAIDA","date","True","","","","","","008*","","","D","O","Data de saída do estoque para alocação ao produto"
"K235","3","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item componente/insumo (campo 02 do Registro 0200)"
"K235","4","QTD","float","True","","","","","","017","","6","N","O","Quantidade consumida do item"
"K235","5","COD_INS_SUBST","char","","","","","","","","","","C","","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)"
"K250","2","DT_PROD","date","True","","","","","","008*","","","D","O","Data do reconhecimento da produção ocorrida no terceiro"
"K250","3","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item produzido (campo 02 do Registro 0200)"
"K250","4","QTD","float","True","","","","","","017","","6","N","O","Quantidade produzida"
"K255","2","DT_CONS","date","True","","","","","","008*","","","D","O","Data do reconhecimento do consumo do insumo (referente ao produto informado no campo 04 do Registro K250) "
"K255","3","COD_ITEM","char","True","","","","","","060","","","C","O","Código do insumo (campo 02 do Registro 0200)"
"K255","4","QTD","float","True","","","","","","017","","6","N","O","Quantidade de consumo do insumo"
"K255","5","COD_INS_SUBST","char","","","","","","","060","","","C","","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)"
"K260","2","COD_OP_OS","char","","","","","","","030","","","C",""," Código de identificação da ordem de produção, no reprocessamento, ou da ordem de serviço, no reparo"
"K260","3","COD_ITEM","char","True","","","","","","060","","","C","O","Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)"
"K260","4","DT_SAIDA","date","True","","","","","","008*","","","D","O"," Data de saída do estoque"
"K260","5","QTD_SAIDA","float","True","","","","","","","","6","N","O","Quantidade de saída do estoque"
"K260","6","DT_RET","date","","","","","","","008*","","","D","","Data de retorno ao estoque (entrada)"
"K260","7","QTD_RET","float","","","","","","","","","6","N","","Quantidade de retorno ao estoque (entrada)"
"K265","2","COD_ITEM","char","True","","","","","","060","","","C","O","Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)"
"K265","3","QTD_CONS","float","","","","","","","","","6","N","","Quantidade consumida – saída do estoque"
"K265","4","QTD_RET","float","","","","","","","","","6","N","","Quantidade retornada – entrada em estoque"
"K270","2","DT_INI_AP","date","","","","","","","008*","","","D",""," Data inicial do período de apuração em que ocorreu o apontamento que está sendo corrigido"
"K270","3","DT_FIN_AP","date","","","","","","","008*","","","D","","Data final do período de apuração em que ocorreu o apontamento que está sendo corrigido"
"K270","4","COD_OP_OS","char","","","","","","","030","","","C","","Código de identificação da ordem de produção ou da ordem de serviço que está sendo corrigida"
"K270","5","COD_ITEM","char","True","","","","","","060","","","C","O"," Código da mercadoria que está sendo corrigido (campo 02 do Registro 0200)"
"K270","6","QTD_COR_POS","float","","","","","","","","","6","N","","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior"
"K270","7","QTD_COR_NEG","float","","","","","","","","","6","N","","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior"
"K270","8","ORIGEM","char","True","","","","","","001*","","","C","O","Origem do apontamento"
"K275","2","COD_ITEM","char","True","","","","","","060","","","C","O","Código da mercadoria (campo 02 do Registro 0200)"
"K275","3","QTD_COR_POS","float","","","","","","","","","6","N","","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior"
"K275","4","QTD_COR_NEG","float","","","","","","","","","6","N","","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior"
"K275","5","COD_INS_SUBST","char","","","","","","","060","","","C","","Código do insumo que foi substituído, caso ocorra a substituição, relativo aos Registros K235/K255 (campo 02 do Registro 0200)"
"K280","2","DT_EST","date","True","","","","","","008*","","","D","O","Data do estoque final escriturado que está sendo corrigido"
"K280","3","COD_ITEM","char","True","","","","","","060","","","C","O"," Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)"
"K280","4","QTD_COR_POS","float","","","","","","","","","3","N","","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior"
"K280","5","QTD_COR_NEG","float","","","","","","","","","3","N","","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior"
"K280","6","IND_EST","char","True","","","","","","001","","","C","O","Indicador do tipo de estoque"
"K280","7","COD_PART","char","","","","","","","060","","","C","","Código do participante-fornecedor da mercadoria destinada à exportação (campo 02 do Registro 0150)"
"K290","2","DT_INI_OP","date","","","","","","","008*","","","D","","Data de início da ordem de produção"
"K290","3","DT_FIN_OP","date","","","","","","","008*","","","D","","Data de conclusão da ordem de produção"
"K290","4","COD_DOC_OP","char","","","","","","","030","","","C","","Código de identificação da ordem de produção"
"K291","2","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item produzido (campo 02 do Registro 0200)"
"K291","3","QTD","float","True","","","","","","","","6","N","O"," Quantidade de produção acabada"
"K292","2","COD_ITEM","char","True","","","","","","060","","","C","O","Código do insumo/componente consumido (campo 02 do Registro 0200)"
"K292","3","QTD","float","True","","","","","","","","6","N","O","Quantidade consumida"
"K300","3","DT_PROD","date","True","","","","","","008*","","","D","O","Data do reconhecimento da produção ocorrida no terceiro"
"K301","2","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item produzido (campo 02 do Registro 0200)"
"K301","3","QTD","float","True","","","","","","","","6","N","O","Quantidade produzida"
"K302","2","COD_ITEM","char","True","","","","","","060","","","C","O","Código do insumo (campo 02 do Registro 0200)"
"K302","3","QTD","float","True","","","","","","","","6","N","O","Quantidade consumida"
"K990","2","QTD_LIN_K","int","True","","","","","","","","","N","O","Quantidade total de linhas do Bloco K"
"1001","2","IND_MOV","char","True","","","","","","001","numeric_code","","N","O","Indicador de movimento"
"1010","2","IND_EXP","char","True","","","","","","001*","","","C","O","Reg. 1100 - Ocorreu averbação (conclusão) de exportação no período:S – Sim;N – Não"
"1010","3","IND_CCRF","char","True","","","","","","001*","","","C","O","Reg. 1200 – Existem informações acerca de créditos de ICMS a serem controlados, definidos pela Sefaz:S – Sim;N – Não"
"1010","4","IND_COMB","char","True","","","","","","001*","","","C","O","Reg. 1300 – É comercio varejista de combustíveis com movimentação e/ou estoque no período:S – Sim;N – Não"
"1010","5","IND_USINA","char","True","","","","","","001*","","","C","O","Reg. 1390 – Usinas de açúcar e/álcool - O estabelecimento é produtor de açúcar e/ou álcool carburante com movimentação e/ou estoque no período:S – Sim;N – Não"
"1010","6","IND_VA","char","True","","","","","","001*","","","C","O","Reg 1400 – Sendo o registro obrigatório em sua Unidade de Federação, existem informações a serem prestadas neste registro:S – Sim;N – Não"
"1010","7","IND_EE","char","True","","","","","","001*","","","C","O","Reg 1500 - A empresa é distribuidora de energia e ocorreu fornecimento de energia elétrica para consumidores de outra UF:S – Sim;N – Não"
"1010","8","IND_CART","char","True","","","","","","001*","","","C","O","Reg 1601 - Realizou vendas com instrumentos eletrônicos de pagamento:S – Sim;N – Não"
"1010","9","IND_FORM","char","True","","","","","","001*","","","C","O","Reg. 1700 - Foram emitidos documentos fiscais em papel no período em unidade da federação que exija o controle de utilização de documentos fiscais:S – Sim;N – Não"
"1010","10","IND_AER","char","True","","","","","","001*","","","C","O","Reg 1800 – A empresa prestou serviços de transporte aéreo de cargas e de passageiros:S – Sim;N – Não"
"1010","11","IND_GIAF1","char","True","","","","","","001*","","","C","O","Reg. 1960 – Possui informações GIAF1?:S – Sim;N – Não"
"1010","12","IND_GIAF3","char","True","","","","","","001*","","","C","O","Reg. 1970 – Possui informações GIAF3?:S – Sim;N – Não"
"1010","13","IND_GIAF4","char","True","","","","","","001*","","","C","O","Reg. 1980 – Possui informações GIAF4?:S – Sim;N – Não"
"1010","14","IND_REST_RESSARC_COMPL_ICMS","char","True","","","","","","001*","","","C","O","Reg. 1250 – Possui informações consolidadas de saldos de restituição, ressarcimento e complementação do ICMS:S – Sim;N – Não"
"1100","2","IND_DOC","char","True","","","","","","001","numeric_code","","N","O","Indicador do tipo de documento: 0 – Declaração de Exportação; 1 - Declaração Simplificada de Exportação"
"1100","3","NRO_DE","char","True","","","","","","014","","","C","O","Número da declaração"
"1100","4","DT_DE","date","True","","","","","","008*","","","D","O","Data da Declaração (DDMMAAAA)"
"1100","5","NAT_EXP","int","True","","","","","","001","","","N","O","Indicador do tipo de exportação: 0 - Exportação Direta; 1 - Exportação Indireta"
"1100","6","NRO_RE","char","","","","","","","012","numeric_code","","N","","Nº do registro de exportação"
"1100","7","DT_RE","date","","","","","","","008*","","","D","","Data do registro de exportação (DDMMAAAA)"
"1100","8","CHC_EMB","char","","","","","","","018","","","C","","Nº do conhecimento de embarque"
"1100","9","DT_CHC","date","","","","","","","008*","","","D","","Data do conhecimento de embarque (DDMMAAAA)"
"1100","10","DT_AVB","date","True","","","","","","008*","","","D","O","Data da averbação da declaração de exportação (DDMMAAAA)"
"1100","11","TP_CHC","char","True","","","","","","002*","numeric_code","","N","O","Informação do tipo de conhecimento de transporte, conforme tabela de tipo de documento de carga do SISCOMEX"
"1100","12","PAIS","char","True","","","","","","003","numeric_code","","N","O","Código do país de destino da mercadoria, conforme tabela do SISCOMEX"
"1105","2","COD_MOD","char","True","","","","","","002*","","","C","O","Código do modelo da Nota Fiscal, conforme Tabela Documentos Fiscais do ICMS"
"1105","3","SER","char","","","","","","","003","","","C","","Série da Nota Fiscal"
"1105","4","NUM_DOC","char","True","","","","","","009","numeric_code","","N","O","Número da Nota Fiscal de exportação emitida pelo exportador"
"1105","5","CHV_NFE","char","","","","","","","044*","","","C","","Chave da Nota Fiscal Eletrônica"
"1105","6","DT_DOC","date","True","","","","","","008*","","","D","O","Data da emissão da NF de exportação (DDMMAAAA)"
"1105","7","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"1110","2","COD_PART","char","True","","","","","","060","","","C","O","Código do participante-fornecedor da mercadoria destinada à exportação (campo 02 do Registro 0150)"
"1110","3","COD_MOD","char","True","","","","","","002*","","","C","O","Código do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS"
"1110","4","SER","char","","","","","","","004","","","C","","Série do documento fiscal recebido com fins específicos de exportação"
"1110","5","NUM_DOC","char","True","","","","","","009","numeric_code","","N","O","Número do documento fiscal recebido com fins específicos de exportação"
"1110","6","DT_DOC","date","True","","","","","","008*","","","D","O","Data da emissão do documento fiscal (DDMMAAAA) recebido com fins específicos de exportação"
"1110","7","CHV_NFE","char","","","","","","","044*","","","C","","Chave da Nota Fiscal Eletrônica"
"1110","8","NR_MEMO","int","","","","","","","","","","N","","Número do Memorando de Exportação"
"1110","9","QTD","float","True","","","","","","","","3","N","O","Quantidade do item efetivamente exportado"
"1110","10","UNID","char","True","","","","","","006","","","C","O","Unidade do item (Campo 02 do registro 0190)"
"1200","2","COD_AJ_APUR","char","True","","","","","","008*","","","C","O","Código de ajuste, conforme informado na Tabela de Códigos de Ajustes da Apuração do ICMS"
"1200","3","SLD_CRED","float","True","","","","","","","","2","N","O","Saldo de créditos fiscais de períodos anteriores"
"1200","4","CRED_APR","float","True","","","","","","","","2","N","O","Total de crédito apropriado no mês"
"1200","5","CRED_RECEB","float","True","","","","","","","","2","N","O","Total de créditos recebidos por transferência"
"1200","6","CRED_UTIL","float","True","","","","","","","","2","N","O","Total de créditos utilizados no período"
"1200","7","SLD_CRED_FIM","float","True","","","","","","","","2","N","O","Saldo de crédito fiscal acumulado a transportar para o período seguinte"
"1210","2","TIPO_UTIL","char","True","","","","","","004","","","C","O","Tipo de utilização do crédito, conforme Tabela de Tipos de Utilização dos Créditos Fiscais"
"1210","3","NR_DOC","char","","","","","","","","","","C","","Número do documento utilizado na baixa de créditos"
"1210","4","VL_CRED_UTIL","float","True","","","","","","","","2","N","O","Total de crédito utilizado"
"1210","5","CHV_DOCE","char","","","","","","","044*","","","C","","Chave do documento eletrônico"
"1250","2","VL_CREDITO_ICMS_OP","float","True","","","","","","","","2","N","O","Valor total do ICMS OP creditado no desfazimento da ST"
"1250","3","VL_ICMS_ST_REST","float","True","","","","","","","","2","N","O","Valor total do ICMS ST, incluindo FCP ST, a ser restituído/ressarcido"
"1250","4","VL_FCP_ST_REST","float","True","","","","","","","","2","N","O","Parcela do FCP ST que compõe o campo anterior"
"1250","5","VL_ICMS_ST_COMPL","float","True","","","","","","","","2","N","O","Valor total do complemento de ICMS ST, incluindo FCP ST"
"1250","6","VL_FCP_ST_COMPL","float","True","","","","","","","","2","N","O","Parcela do FCP ST que compõe o campo anterior"
"1255","2","COD_MOT_REST_COMPL","char","True","","","","","","005*","","","C","O","Código do motivo da restituição ou complementação conforme Tabela 5.7"
"1255","3","VL_CREDITO_ICMS_OP_MOT","float","True","","","","","","","","2","N","O","Valor total do ICMS OP creditado no desfazimento da ST"
"1255","4","VL_ICMS_ST_REST_MOT","float","True","","","","","","","","2","N","O","Valor total do ICMS ST, incluindo FCP ST, a ser restituído/ressarcido"
"1255","5","VL_FCP_ST_REST_MOT","float","True","","","","","","","","2","N","O","Parcela do FCP ST que compõe o campo anterior"
"1255","6","VL_ICMS_ST_COMPL_MOT","float","True","","","","","","","","2","N","O","Valor total do complemento de ICMS ST, incluindo FCP ST"
"1255","7","VL_FCP_ST_COMPL_MOT","float","True","","","","","","","","2","N","O","Parcela do FCP ST que compõe o campo anterior"
"1300","2","COD_ITEM","char","True","","","","","","060","","","C","O","Código do produto, constante do registro 0200"
"1300","3","DT_FECH","date","True","","","","","","008*","","","D","O","Data do fechamento da movimentação"
"1300","4","ESTQ_ABERT","float","True","","","","","","","","3","N","O","Estoque no inicio do dia"
"1300","5","VOL_ENTR","float","True","","","","","","","","3","N","O","Volume total das entradas"
"1300","6","VOL_DISP","float","True","","","","","","","","3","N","O","Volume disponível (05 , 06)"
"1300","7","VOL_SAIDAS","float","True","","","","","","","","3","N","O","Volume total das saídas (Somatório dos registros de volume de vendas)"
"1300","8","ESTQ_ESCR","float","True","","","","","","","","3","N","O","Estoque escritural (07 – 08)"
"1300","9","VAL_AJ_PERDA","float","True","","","","","","","","3","N","O","Valor da perda"
"1300","10","VAL_AJ_GANHO","float","True","","","","","","","","3","N","O","Valor do ganho"
"1300","11","FECH_FISICO","float","True","","","","","","","","3","N","O","Estoque de fechamento (Somatório dos registros da conciliação de estoques )"
"1310","2","NUM_TANQUE","char","True","","","","","","003","","","C","O","Tanque onde foi armazenado o combustível"
"1310","3","ESTQ_ABERT","float","True","","","","","","","","3","N","O","Estoque no início do dia, em litros"
"1310","4","VOL_ENTR","float","True","","","","","","","","3","N","O","Volume recebido no dia (em litros)"
"1310","5","VOL_DISP","float","True","","","","","","","","3","N","O","Volume disponível(03 , 04), em litros"
"1310","6","VOL_SAIDAS","float","True","","","","","","","","3","N","O","Volume total das saídas, em litros"
"1310","7","ESTQ_ESCR","float","True","","","","","","","","3","N","O","Estoque escritural(05 - 06), litros"
"1310","8","VAL_AJ_PERDA","float","True","","","","","","","","3","N","O","Valor da perda, em litros"
"1310","9","VAL_AJ_GANHO","float","True","","","","","","","","3","N","O","Valor do ganho, em litros"
"1310","10","FECH_FISICO","float","True","","","","","","","","3","N","O","Volume aferido no tanque, em litros. Estoque de fechamento físico do tanque"
"1310","11","CAP_TANQUE","char","True","","","","","","006","numeric_code","","N","O","Capacidade de armazenagem, em litros"
"1320","2","NUM_BICO","int","True","","","","","","","","","N","O","Bico ligado à bomba"
"1320","3","NR_INTERV","int","","","","","","","","","","N","","Número da intervenção"
"1320","4","MOT_INTERV","char","","","","","","","050","","","C","","Motivo da intervenção"
"1320","5","NOM_INTERV","char","","","","","","","030","","","C","","Nome do interventor"
"1320","6","CNPJ_INTERV","char","","","","","","","014*","","","C","","CNPJ da empresa responsável pela intervenção"
"1320","7","CPF_INTERV","char","","","","","","","011*","numeric_code","","N","","CPF do técnico responsável pela intervenção"
"1320","8","VAL_FECHA","float","True","","","","","","","","3","N","O","Valor da leitura final do contador, no fechamento do bico"
"1320","9","VAL_ABERT","float","True","","","","","","","","3","N","O","Valor da leitura inicial do contador, na abertura do bico"
"1320","10","VOL_AFERI","float","","","","","","","","","3","N","","Aferição da bomba, em litros"
"1320","11","VOL_VENDAS","float","True","","","","","","","","3","N","O","Venda (08 - 09 - 10) do bico, em litros"
"1350","2","SERIE","char","True","","","","","","","","","C","O","Número de série da bomba"
"1350","3","FABRICANTE","char","True","","","","","","060","","","C","O","Nome do fabricante da bomba"
"1350","4","MODELO","char","True","","","","","","","","","C","O","Modelo da bomba"
