"register","field","rule","severity","reads","message"
"D300","VL_RED_BC","REGRA_CST_ICMS_RED_BC","2","CST_ICMS","O valor do campo deve ser maior que zero, se os dois últimos dígitos do CST_ICMS = 20 ou 70."
"D300","CST_ICMS","REGRA_CST_ICMS_SERVICO","2","","Para documento fiscal de serviço o primeiro caractere do código do CST deverá ser igual a 0 (zero)."
"D300","NUM_DOC_INI","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D300","NUM_DOC_FIN","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D300","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D300","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D300","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D300","VL_OPR","REGRA_MAIOR_IGUAL_ZERO","1","","Valor informado deve ser maior ou igual a Zero."
"D301","NUM_DOC_CANC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D310","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D350","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D355","DT_DOC","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC","2","",""
"D355","","REGRA_VENDA_BRUTA_2E_A4_E5_V2","6","",""
"D355","GT_FIN","REGRA_GRANDE_TOTAL_FINAL","2","VL_BRT","O Grande Total Final deve ser maior ou igual ao valor da venda bruta."
"D355","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D355","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D355","CRO","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D355","CRZ","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D355","NUM_COO_FIN","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D360","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D365","","REGRA_VL_SERV_D370","6","","O valor acumulado no totalizador, relativo à respectiva Redução Z (VLR_ACUM_TOT do Registro D365) deve ser igual à soma do valor total da prestação de serviço (VL_SERV dos Registros D370)."
"D365","NR_TOT","REGRA_NR_TOT_A003E001V4","2","COD_TOT_PAR",""
"D365","DESCR_NR_TOT","REGRA_DESCR_NR_TOT","2","NR_TOT","Campo DESCR_NR_TOT não pode ser preenchido, quando o campo NR_TOT não for preenchido."
"D365","","REGRA_REGISTRO_OBRIGATORIO_D370","6","",""
"D365","","REGRA_VLR_TOTALIZADOR_2E","6","","A soma dos valores acumulados nos totalizador (D365) de mesma carga tributária deverá ser igual a soma dos registros analíticos (D390). Verifique o valor de cada totalizador."
"D365","COD_TOT_PAR","REGRA_EXISTE_COD_TOT_PAR","1","","Código inválido. Utilizar código da ""Tabela de Códigos dos Totalizadores Parciais da Redução Z""."
"D370","","REGRA_REGISTRO_OBRIGATORIO_D370_","obrigatoriedade","",""
"D390","","REGRA_EXISTE_COD_OBS_V2","6","",""
"D390","CFOP","REGRA_CFOP_SAIDA_AMPLO","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5, 6 ou 7."
"D390","CST_ICMS","REGRA_CST_ICMS_CAMPOS_ICMS","2","VL_BC_ICMS;ALIQ_ICMS;VL_ICMS","Se os dois últimos dígitos do CST_ICMS = 30, 40, 41, 50 ou 60 , preencher com Zero ou Vazio os campos: VL_BC_ICMS, ALIQ_ICMS e VL_ICMS; caso contrário, os campos ALIQ_ICMS e VL_ICMS devem ser maiores que zero se VL_BC_ICMS for maior que um. Se os dois últimos dígitos do CST_ICMS = 20, 51 ou 90 , os campos podem ser iguais ou maiores que zero."
"D390","CST_ICMS","REGRA_CST_ICMS_SERVICO","2","","Para documento fiscal de serviço o primeiro caractere do código do CST deverá ser igual a 0 (zero)."
"D390","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D390","ALIQ_ISSQN","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D400","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D400","","REGRA_EXISTE_COD_PART_V2","6","",""
"D400","DT_DOC","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC","2","",""
"D400","NUM_DOC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D400","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D400","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D400","VL_DOC","REGRA_VL_DOC_GRANDE","1","","Atenção! Valor informado superior a 200.000.000,00. Verifique se a informação está correta."
"D400","VL_DOC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D410","","REGRA_CST_ICMS_CAMPOS_ICMS_D410","6","",""
"D410","","REGRA_DT_DOC_IGUAL_D400","6","","O valor informado no campo deverá ser igual a data do documento do resumo de movimento diário (D400)."
"D410","NUM_DOC_INI","REGRA_SER_ZERO","2","SER","O campo NUM_DOC_INI deve ser maior que ""0"" (zero), exceto quando o campo SER for igual ""9999"", caso em que o campo NUM_DOC_INI deve ser igual a zero."
"D410","CST_ICMS","REGRA_CST_ICMS_SERVICO","2","","Para documento fiscal de serviço o primeiro caractere do código do CST deverá ser igual a 0 (zero)."
"D410","CFOP","REGRA_CFOP_SAIDA_AMPLO","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5, 6 ou 7."
"D410","NUM_DOC_FIN","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D410","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D410","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D410","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D411","","REGRA_EXISTE_INTERVALO_NUM_DOC_CANC","6","","O valor informado no campo NUN_DOC_CANC deve estar compreendido no intervalo informado no registro Pai D410 (NUN_DOC_INI <= NUN_DOC_CANC <= NUN_DOC_FIM)."
"D411","NUM_DOC_CANC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D420","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D500","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D500","","REGRA_EXISTE_COD_INF_V2","6","",""
"D500","","REGRA_EXISTE_COD_PART_V2","6","",""
"D500","DT_DOC","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC","2","",""
"D500","DT_A_P","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_A_P","2","",""
"D500","","REGRA_COERENCIA_CFOP_D510","6","",""
"D500","COD_SIT","REGRA_DOCUMENTO_NORMAL_DT_AP","2","IND_OPER;DT_A_P;DT_DOC",""
"D500","COD_SIT","REGRA_DOCUMENTO_EXTEMPORANEO_DT_A_P","2","IND_OPER;DT_A_P;DT_DOC",""
"D500","COD_SIT","REGRA_CANCELA_DOC_TERCEIRO","2","IND_EMIT;IND_OPER","Não é permitido o cancelamento de documentos fiscais emitidos por terceiros."
"D500","NUM_DOC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D500","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D500","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D500","DT_A_P","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D500","DT_A_P","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D500","VL_DOC","REGRA_VL_DOC_GRANDE","1","","Atenção! Valor informado superior a 200.000.000,00. Verifique se a informação está correta."
"D500","VL_DOC","REGRA_MAIOR_IGUAL_ZERO","1","","Valor informado deve ser maior ou igual a Zero."
"D510","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D510","","REGRA_EXISTE_UNID_V2","6","",""
"D510","","REGRA_EXISTE_COD_ITEM_V2","6","",""
"D510","","REGRA_EXISTE_COD_PART_V2","6","",""
"D510","","REGRA_CFOP_D500","6","","CFOP inválido. Utilizar CFOP com primeiro caracter = 1, 2 ou 3, quando for operação de entrada, e CFOP com primeiro caracter = 5, 6 ou 7, quando for operação de saída."
"D510","IND_REC","REGRA_CAMPOS_IND_REC","2","VL_BC_ICMS;ALIQ_ICMS;VL_ICMS","Se o Indicador do tipo de receita for = 1, 5 ou 9, preencher com Zero ou Vazio os campos: VL_BC_ICMS, ALIQ_ICMS e VL_ICMS."
"D510","","REGRA_CST_ICMS_CAMPOS_ICMS_D510","6","",""
"D510","CST_ICMS","REGRA_CST_ICMS_SERVICO","2","","Para documento fiscal de serviço o primeiro caractere do código do CST deverá ser igual a 0 (zero)."
"D510","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D530","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D530","DT_INI_SERV","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_INI_SERV","2","",""
"D530","DT_FIN_SERV","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_FIN_SERV","2","",""
"D530","DT_INI_SERV","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D530","DT_INI_SERV","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D530","DT_FIN_SERV","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D530","DT_FIN_SERV","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D590","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D590","","REGRA_CFOP_D500","6","","CFOP inválido. Utilizar CFOP com primeiro caracter = 1, 2 ou 3, quando for operação de entrada, e CFOP com primeiro caracter = 5, 6 ou 7, quando for operação de saída."
"D590","","REGRA_EXISTE_COD_OBS_V2","6","",""
"D590","","REGRA_VL_ICMS_NO_REGISTRO_ITEM","6","","Campo inválido. O valor do ICMS deve ser igual à soma dos valores de ICMS dos respectivos registros de itens para a combinação CST_ICMS+CFOP+ALIQ_ICMS."
"D590","","REGRA_VL_ICMS_ST_NO_REGISTRO_ITEM","6","","Campo inválido. O valor do ICMS deve ser igual à soma dos valores de ICMS dos respectivos registros de itens para a combinação CST_ICMS+CFOP+ALIQ_ST."
"D590","","REGRA_VL_BC_ICMS_NO_REGISTRO_ITEM","6","","Campo inválido. A base de cálculo do ICMS deve ser igual à soma das bases de cálculos dos respectivos registros de itens para a combinação CST_ICMS+CFOP+ALIQ_ICMS."
"D590","","REGRA_VL_BC_ICMS_ST_NO_REGISTRO_ITEM","6","","Campo inválido. A base de cálculo do ICMS_ST deve ser igual à soma das bases de cálculos dos respectivos registros de itens para a combinação CST_ICMS+CFOP+ALIQ_ICMS_ST."
"D590","","REGRA_CST_ICMS_CAMPOS_ICMS_D590","6","",""
"D590","","REGRA_CHAVE_EXISTE_NO_REGISTRO_ITEM_A8E1V1","6","",""
"D590","","REGRA_CST_ICMS_RED_BC_COM_COD_SIT_D590","6","",""
"D590","CST_ICMS","REGRA_CST_ICMS_SERVICO","2","","Para documento fiscal de serviço o primeiro caractere do código do CST deverá ser igual a 0 (zero)."
"D590","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D600","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D600","DT_DOC","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC","2","",""
"D600","QTD_CONS","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D600","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D600","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D600","VL_DOC","REGRA_VL_DOC_GRANDE","1","","Atenção! Valor informado superior a 200.000.000,00. Verifique se a informação está correta."
"D610","CFOP","REGRA_CFOP_SAIDA_AMPLO","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5, 6 ou 7."
"D610","","REGRA_EXISTE_COD_ITEM_V2","6","",""
"D610","","REGRA_EXISTE_UNID_V2","6","",""
"D610","CST_ICMS","REGRA_CST_ICMS_CAMPOS_ICMS","2","VL_BC_ICMS;ALIQ_ICMS;VL_ICMS","Se os dois últimos dígitos do CST_ICMS = 30, 40, 41, 50 ou 60 , preencher com Zero ou Vazio os campos: VL_BC_ICMS, ALIQ_ICMS e VL_ICMS; caso contrário, os campos ALIQ_ICMS e VL_ICMS devem ser maiores que zero se VL_BC_ICMS for maior que um. Se os dois últimos dígitos do CST_ICMS = 20, 51 ou 90 , os campos podem ser iguais ou maiores que zero."
"D610","CST_ICMS","REGRA_CST_ICMS_SERVICO","2","","Para documento fiscal de serviço o primeiro caractere do código do CST deverá ser igual a 0 (zero)."
"D610","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D690","CFOP","REGRA_CFOP_SAIDA_AMPLO","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5, 6 ou 7."
"D690","","REGRA_EXISTE_COD_OBS_V2","6","",""
"D690","","REGRA_VL_ICMS_NO_REGISTRO_ITEM","6","","Campo inválido. O valor do ICMS deve ser igual à soma dos valores de ICMS dos respectivos registros de itens para a combinação CST_ICMS+CFOP+ALIQ_ICMS."
"D690","","REGRA_VL_ICMS_ST_NO_REGISTRO_ITEM","6","","Campo inválido. O valor do ICMS deve ser igual à soma dos valores de ICMS dos respectivos registros de itens para a combinação CST_ICMS+CFOP+ALIQ_ST."
"D690","","REGRA_VL_BC_ICMS_NO_REGISTRO_ITEM","6","","Campo inválido. A base de cálculo do ICMS deve ser igual à soma das bases de cálculos dos respectivos registros de itens para a combinação CST_ICMS+CFOP+ALIQ_ICMS."
"D690","","REGRA_VL_BC_ICMS_ST_NO_REGISTRO_ITEM","6","","Campo inválido. A base de cálculo do ICMS_ST deve ser igual à soma das bases de cálculos dos respectivos registros de itens para a combinação CST_ICMS+CFOP+ALIQ_ICMS_ST."
"D690","CST_ICMS","REGRA_CST_ICMS_CAMPOS_ICMS","2","VL_BC_ICMS;ALIQ_ICMS;VL_ICMS","Se os dois últimos dígitos do CST_ICMS = 30, 40, 41, 50 ou 60 , preencher com Zero ou Vazio os campos: VL_BC_ICMS, ALIQ_ICMS e VL_ICMS; caso contrário, os campos ALIQ_ICMS e VL_ICMS devem ser maiores que zero se VL_BC_ICMS for maior que um. Se os dois últimos dígitos do CST_ICMS = 20, 51 ou 90 , os campos podem ser iguais ou maiores que zero."
"D690","","REGRA_CHAVE_EXISTE_NO_REGISTRO_ITEM_A8E1V1","6","",""
"D690","VL_RED_BC","REGRA_CST_ICMS_RED_BC","2","CST_ICMS","O valor do campo deve ser maior que zero, se os dois últimos dígitos do CST_ICMS = 20 ou 70."
"D690","CST_ICMS","REGRA_CST_ICMS_SERVICO","2","","Para documento fiscal de serviço o primeiro caractere do código do CST deverá ser igual a 0 (zero)."
"D690","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D695","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"D695","","REGRA_DUPLICIDADE_NO_REGISTRO_D695_A13E1V2","6","",""
"D695","DT_DOC_INI","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC_INI","2","",""
"D695","DT_DOC_FIN","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC_FIN","2","",""
"D695","DT_DOC_INI","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D695","DT_DOC_INI","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D695","DT_DOC_FIN","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D695","DT_DOC_FIN","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D696","","REGRA_EXISTE_COD_OBS_V2","6","",""
"D696","CST_ICMS","REGRA_CST_ICMS_CAMPOS_ICMS","2","VL_BC_ICMS;ALIQ_ICMS;VL_ICMS","Se os dois últimos dígitos do CST_ICMS = 30, 40, 41, 50 ou 60 , preencher com Zero ou Vazio os campos: VL_BC_ICMS, ALIQ_ICMS e VL_ICMS; caso contrário, os campos ALIQ_ICMS e VL_ICMS devem ser maiores que zero se VL_BC_ICMS for maior que um. Se os dois últimos dígitos do CST_ICMS = 20, 51 ou 90 , os campos podem ser iguais ou maiores que zero."
"D696","VL_RED_BC","REGRA_CST_ICMS_RED_BC","2","CST_ICMS","O valor do campo deve ser maior que zero, se os dois últimos dígitos do CST_ICMS = 20 ou 70."
"D696","CST_ICMS","REGRA_CST_ICMS_SERVICO","2","","Para documento fiscal de serviço o primeiro caractere do código do CST deverá ser igual a 0 (zero)."
"D696","CFOP","REGRA_CFOP_SAIDA_AMPLO","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5, 6 ou 7."
"D696","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D700","","REGRA_REGISTRO_OBRIGATORIO_17002_V1","obrigatoriedade","",""
"D700","","REGRA_DUPLICIDADE_REGISTRO_IND_OPER_ZERO_D700","6","",""
"D700","","REGRA_DUPLICIDADE_REGISTRO_IND_OPER_UM_D700","6","",""
"D700","","REGRA_VL_ICMS_D700","6","","O valor constante neste campo deve corresponder à soma dos valores do campo VL_ICMS do Registro D730."
"D700","","REGRA_VL_BC_ICMS_D700","6","","O valor constante neste campo deve corresponder à soma dos valores do campo VL_BC_ICMS do Registro D730."
"D700","IND_EMIT","REGRA_IND_EMIT","2","IND_OPER","Documento fiscal emitido por terceiros deverá ter indicador de operação = Zero (entradas)."
"D700","","REGRA_EXISTE_COD_PART_V2","6","",""
"D700","","REGRA_EXISTE_COD_INF_V2","6","",""
"D700","HASH_DOC_REF","REGRA_EXCLUSIVO_DADOS_DOC_REF","2","SER_DOC_REF;NUM_DOC_REF;MES_DOC_REF","Se o campo HASH_DOC_REF estiver preenchido, então os campos SER_DOC_REF, NUM_DOC_REF e MES_DOC_REF devem estar obrigatoriamente vazios."
"D700","IND_EMIT","REGRA_IND_EMIT","2","IND_OPER","Documento fiscal emitido por terceiros deverá ter indicador de operação = Zero (entradas)."
"D700","DT_A_P","REGRA_DATA_ENTRE_DT_INI_DT_FIN_0000_DT_A_P","2","",""
"D700","DT_DOC","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC","2","",""
"D700","COD_PART","REGRA_NAO_INFORMAR_COD_PART_SAIDA","1","",""
"D700","NUM_DOC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D700","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D700","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D700","DT_DOC","REGRA_DATA_MAIOR_IGUAL_DT_INI_REGISTRO_0000_D700","1","DT_A_P","Quando a data de aquisição ou prestação não é informada, a data da emissão deve ser maior ou igual à data de início da escrituração."
"D700","DT_A_P","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D700","DT_A_P","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D700","DT_A_P","REGRA_NAO_INFORMAR_COD_PART_SAIDA","1","",""
"D700","VL_DOC","REGRA_VALIDA_VL_DOC_DEDUCAO","1","",""
"D700","CHV_DOCE","REGRA_VALIDA_CHV_NFE_CTE","1","",""
"D700","CHV_DOCE","REGRA_COMPARA_CODIGO_MODELO_CAMPO","1","",""
"D700","COD_MOD_DOC_REF","REGRA_OBRIGATORIO_COD_MOD_REF","1","FIN_DOCE","Obrigatório, se finalidade for de substituição."
"D700","CHV_DOCE_REF","REGRA_VALIDA_CHV_NFE_CTE","1","",""
"D700","CHV_DOCE_REF","REGRA_OBRIGATORIO_CHAVE_DOCE_REF_D700","1","","Se o código do modelo do documento referenciado for igual a 62(NFCom), é obrigatório o preenchimento do campo chave do nota referenciada. Caso contrário, o campo chave não deve ser preenchido.."
"D700","CHV_DOCE_REF","REGRA_COMPARA_CODIGO_MODELO_CAMPO","1","",""
"D700","HASH_DOC_REF","REGRA_NAO_INFORMAR_CAMPO_DOC_REF_D700","1","COD_MOD_DOC_REF",""
"D700","SER_DOC_REF","REGRA_NAO_INFORMAR_CAMPO_DOC_REF_D700","1","COD_MOD_DOC_REF",""
"D700","NUM_DOC_REF","REGRA_NAO_INFORMAR_CAMPO_DOC_REF_D700","1","COD_MOD_DOC_REF",""
"D700","MES_DOC_REF","REGRA_NAO_INFORMAR_CAMPO_DOC_REF_D700","1","COD_MOD_DOC_REF",""
"D730","","REGRA_EXISTE_COD_OBS_V2","6","",""
"D730","CFOP","REGRA_CFOP_ENTRADA_SAIDA","1","","Se o indicador de Operação do D700 for igual a 0-Aquisição, então o primeiro caractere do CFOP deve ser igual a 1, 2 ou 3. Se for igual a 1-Prestação, então o primeiro caractere do CFOP deve ser igual a 5, 6 ou 7."
"D730","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D730","VL_RED_BC","REGRA_VL_RED_BC_NFCOM","1","","O campo Base de Cálculo do ICMS deve ser maior que zero se o 2o e 3o caracteres do CSTICMS forem iguais a 2 e 0."
"D735","","REGRA_EXISTE_COD_OBS_V2","6","",""
"D737","","REGRA_EXISTE_COD_ITEM_V2","6","",""
"D737","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D750","","REGRA_REGISTRO_OBRIGATORIO_17002_V1","obrigatoriedade","",""
"D750","","REGRA_VALIDA_VL_BC_ICMS_NFCOM","6","","O valor desse campo deve corresponder à soma dos valores do campo VL_BC_ICMS do registro D760."
"D750","","REGRA_VALIDA_VL_ICMS_NFCOM","6","","O valor desse campo deve corresponder à soma dos valores do campo VL_ICMS do registro D760."
"D750","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"D750","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"D750","DT_DOC","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000","1","","Data inválida. Informar data menor ou igual à data final do ""Registro 0000""."
"D750","QTD_CONS","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"D750","VL_DOC","REGRA_VL_DOC_GRANDE","1","","Atenção! Valor informado superior a 200.000.000,00. Verifique se a informação está correta."
"D750","VL_DOC","REGRA_VALIDA_VL_DOC_DEDUCAO","1","",""
"D750","DED","REGRA_NAO_INFORMAR_DED_ENTRADA","1","",""
"D760","","REGRA_REGISTRO_OBRIGATORIO_17002_V1","obrigatoriedade","",""
"D760","CFOP","REGRA_CFOP_SAIDA_AMPLO","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5, 6 ou 7."
"D760","","REGRA_EXISTE_COD_OBS_V2","6","",""
"D760","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"D760","VL_RED_BC","REGRA_VL_RED_BC_NFCOM","1","","O campo Base de Cálculo do ICMS deve ser maior que zero se o 2o e 3o caracteres do CSTICMS forem iguais a 2 e 0."
"D761","","REGRA_REGISTRO_OBRIGATORIO_17002_V1","obrigatoriedade","",""
"D990","","REGRA_QTD_LIN_BLOCOD","0","","Quantidade de linhas do bloco D informada não confere com a esperada pelo sistema."
"D990","","REGRA_BLOCO_COM_SEM_MOVIMENTO","0","",""
"E001","","REGRA_OBRIGATORIO_E200_17001_V1","6","",""
"E100","","REGRA_DUPLICIDADE_NO_REGISTRO_E100_INTERVALO_DATA_A9E1V1","6","",""
"E100","","REGRA_ABRANGER_PERIODO_ICMS_OP","6","","Os períodos informados no registro E100 deverão abranger todo o período da escrituração, não sendo permitidos intervalos."
"E100","DT_INI","REGRA_DATA_ENTRE_DT_INI_DT_FIN_0000_DT_INI","2","",""
"E100","DT_FIN","REGRA_DATA_ENTRE_DT_INI_DT_FIN_0000_DT_FIN","2","",""
"E100","DT_INI","REGRA_DATA_VALIDA_A4E5V1","0","",""
"E100","DT_FIN","REGRA_DATA_VALIDA_A4E5V1","0","",""
"E110","","REGRA_VALIDA_SALDO_PERIODO_ANTERIOR","6","","O campo VL_SLD_CREDOR_ANT deve ter o valor igual ao valor informado no campo VL_SLD_CREDOR_TRANSPORTAR do período de apuração anterior, quando houver."
"E110","","REGRA_VL_AJ_DEBITOS_E110_17002_V1","6","","O valor é igual à soma do ICMS dos registros C197, C597, C857, C897, D197 e D737, quando os ajustes (provenientes de documento fiscal) referirem-se a débito por saídas, outros débitos ou estorno de créditos."
"E110","","REGRA_VL_TOT_AJ_DEBITOS_E110","6","","O valor deve corresponder à soma dos valores de ajustes do registro E111, quando o ajuste for referente a outros débitos."
"E110","","REGRA_VL_ESTORNOS_CRED_E110","6","","O valor deve corresponder à soma dos valores de ajustes do registro E111, quando o ajuste for referente a estorno de créditos."
"E110","","REGRA_VL_AJ_CREDITOS_E110_17002_V1","6","","O valor deve ser igual à soma do ICMS dos registros C197, C597, C857, C897, D197 e D737, quando os ajustes (provenientes de documento fiscal) referirem-se a créditos por entrada, outros créditos, estorno de débito ou dedução mais a soma dos estornos de débito transferidos para outras apurações."
"E110","","REGRA_VL_TOT_AJ_CREDITOS_E110","6","","O valor deve corresponder à soma dos valores de ajustes do registro E111, quando o ajuste for referente a outros créditos."
"E110","","REGRA_VL_ESTORNOS_DEB_E110","6","","O valor deve corresponder à soma dos valores de ajustes do registro E111, quando o ajuste for referente a estorno de débitos."
"E110","","REGRA_VL_TOT_DED_E110_17002_V1","6","","O valor deve ser igual à soma do ICMS dos registros  C197, C597, C857, C897, D197 e D737, quando a dedução for proveniente de documento fiscal (Tabela 5.3), mais a soma das deduções do registro E111."
"E110","","REGRA_ICMS_REC_E116","6","","O somatório dos campos 'Valor da obrigação a recolher' dos registros E116,  não é igual à soma dos campos 'Valor total de ICMS a recolher' e 'Valores recolhidos ou a recolher,extrapuração' do registro E110."
"E110","","REGRA_VL_TOT_DEBITOS_E110_17002_V1","6","","O valor deve ser igual à soma do campo VL_ICMS dos registros C190, C320, C390, C490, C590, C690, C790, C890, D190, D300, D390, D410, D590, D690, D696, D730, D760) para CFOP iniciado por 5, 6, 7 e CFOP 1605."
"E110","","REGRA_VL_TOT_CREDITOS_E110_17002_V1","6","","O valor deve ser igual à soma do campo VL_ICMS dos registros (C190, C590, D190, D590, D730 para CFOP iniciado por 1 (exceto 1605), 2, 3 e CFOP 5605."
"E110","","REGRA_DEB_ESP_E110_17002_V1","6","","O valor deve ser igual à soma do campo VL_ICMS dos registros analíticos para todos os documentos extemporâneos, mais a soma dos ajustes realizados no documento fiscal (C197, C597, C857, C897, D197 e D737), mais os ajustes realizados na apuração (E111)."
