"register","field","rule","severity","reads","message"
"C300","","REGRA_VL_DOC_C300","6","","O valor total dos documentos (VL_DOC do Registro C300) deve ser igual à soma do valor acumulado do item (VL_ITEM) dos Registros C321."
"C300","NUM_DOC_FIN","REGRA_NUMDOC","2","NUM_DOC_INI","Número inválido. O número do documento final deve ser maior ou igual ao número do documento inicial."
"C300","NUM_DOC_INI","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C300","NUM_DOC_FIN","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C300","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"C300","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"C300","VL_DOC","REGRA_VL_DOC_GRANDE","1","","Atenção! Valor informado superior a 200.000.000,00. Verifique se a informação está correta."
"C310","","REGRA_NUM_DOC_CANC_INTERVALO","6","","Número inválido. O número do documento cancelado deve estar contido dentro do intervalo informado no Registro {0}.##MSG_NUM_DOC_CANC_INTERVALO_RESUMO"
"C320","","REGRA_EXISTE_COD_OBS_V2","6","",""
"C320","","REGRA_VL_BC_ICMS_C320","6","","A base de cálculo do ICMS (VL_BC_ICMS do Registro C320) deve ser igual à soma do valor acumulado da base de cálculo do ICMS (VL_BC_ICMS) do Registro C321."
"C320","","REGRA_VL_ICMS_C320","6","","O ICMS (VL_ICMS do Registro C320) deve ser igual à soma do valor acumulado do ICMS debitado (VL_ICMS) do Registro C321."
"C320","CFOP","REGRA_CFOP_SAIDA","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5."
"C320","CST_ICMS","REGRA_CST_ICMS_CAMPOS_ICMS","2","VL_BC_ICMS;ALIQ_ICMS;VL_ICMS","Se os dois últimos dígitos do CST_ICMS = 30, 40, 41, 50 ou 60 , preencher com Zero ou Vazio os campos: VL_BC_ICMS, ALIQ_ICMS e VL_ICMS; caso contrário, os campos ALIQ_ICMS e VL_ICMS devem ser maiores que zero se VL_BC_ICMS for maior que um. Se os dois últimos dígitos do CST_ICMS = 20, 51 ou 90 , os campos podem ser iguais ou maiores que zero."
"C320","VL_RED_BC","REGRA_CST_ICMS_RED_BC","2","CST_ICMS","O valor do campo deve ser maior que zero, se os dois últimos dígitos do CST_ICMS = 20 ou 70."
"C320","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"C321","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"C321","","REGRA_EXISTE_COD_ITEM_V2","6","",""
"C321","","REGRA_EXISTE_UNID_V2","6","",""
"C321","QTD","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C321","VL_ITEM","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C330","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"C330","","REGRA_OBRIGATORIO_1255_POR_COD_MOT_REST_COMPL","6","",""
"C330","","REGRA_EXISTE_UNID_V2","6","",""
"C330","","REGRA_UNID_DIF_0200","6","","A unidade utilizada no registro é diferente da unidade cadastrada no item. Obrigatório informar registro de conversão (0220)."
"C330","COD_MOT_REST_COMPL","REGRA_VALIDA_COD_MOT_RESP_COMPL_0","1","",""
"C330","QUANT_CONV","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C330","VL_UNIT_ICMS_ST_CONV_REST","REGRA_VALIDA_VL_UNIT_ICMS_ST_CONV_REST","1","",""
"C330","VL_UNIT_ICMS_ST_CONV_COMPL","REGRA_VALIDA_VL_UNIT_ICMS_ST_CONV_COMPL","1","",""
"C350","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"C350","DT_DOC","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC","2","",""
"C350","NUM_DOC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C350","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"C350","CNPJ_CPF","REGRA_VALIDA_CPF_CNPJ_CAMPO_V2","1","",""
"C350","VL_DOC","REGRA_VL_DOC_GRANDE","1","","Atenção! Valor informado superior a 200.000.000,00. Verifique se a informação está correta."
"C370","","REGRA_EXISTE_COD_ITEM_V2","6","",""
"C370","","REGRA_EXISTE_UNID_V2","6","",""
"C370","","REGRA_NUM_ITEM_SEQ_C370","6","",""
"C370","","REGRA_COERENCIA_CFOP_C380","6","",""
"C370","NUM_ITEM","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C370","VL_ITEM","REGRA_MAIOR_IGUAL_ZERO","1","","Valor informado deve ser maior ou igual a Zero."
"C380","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"C380","","REGRA_OBRIGATORIO_1255_POR_COD_MOT_REST_COMPL","6","",""
"C380","","REGRA_EXISTE_UNID_V2","6","",""
"C380","","REGRA_UNID_DIF_0200","6","","A unidade utilizada no registro é diferente da unidade cadastrada no item. Obrigatório informar registro de conversão (0220)."
"C380","CFOP","REGRA_CFOP_SAIDA_AMPLO","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5, 6 ou 7."
"C380","COD_MOT_REST_COMPL","REGRA_VALIDA_COD_MOT_RESP_COMPL_0","1","",""
"C380","QUANT_CONV","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C380","VL_UNIT_ICMS_ST_CONV_REST","REGRA_VALIDA_VL_UNIT_ICMS_ST_CONV_REST","1","",""
"C380","VL_UNIT_ICMS_ST_CONV_COMPL","REGRA_VALIDA_VL_UNIT_ICMS_ST_CONV_COMPL","1","",""
"C390","","REGRA_EXISTE_COD_OBS_V2","6","",""
"C390","CST_ICMS","REGRA_CST_ICMS_CAMPOS_ICMS","2","VL_BC_ICMS;ALIQ_ICMS;VL_ICMS","Se os dois últimos dígitos do CST_ICMS = 30, 40, 41, 50 ou 60 , preencher com Zero ou Vazio os campos: VL_BC_ICMS, ALIQ_ICMS e VL_ICMS; caso contrário, os campos ALIQ_ICMS e VL_ICMS devem ser maiores que zero se VL_BC_ICMS for maior que um. Se os dois últimos dígitos do CST_ICMS = 20, 51 ou 90 , os campos podem ser iguais ou maiores que zero."
"C390","CFOP","REGRA_CFOP_SAIDA","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5."
"C390","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"C400","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"C405","DT_DOC","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC","2","",""
"C405","","REGRA_VENDA_BRUTA_A4_E5_V2","6","",""
"C405","GT_FIN","REGRA_GRANDE_TOTAL_FINAL","2","VL_BRT","O Grande Total Final deve ser maior ou igual ao valor da venda bruta."
"C405","","REGRA_OBRIGATORIO_C490_V2","6","",""
"C405","","REGRA_VALIDA_CUPOM_FISCAL_CANCELADO","6","","Para cupom fiscal cancelado é obrigatório a existência de pelo menos um registro C420 com o campo COD_TOT_PAR igual a ""Can-T"", ""Can-S"" ou ""Can-O""."
"C405","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"C405","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"C405","CRO","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C405","CRZ","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C405","NUM_COO_FIN","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C410","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"C420","","REGRA_REGISTRO_OBRIGATORIO_C425_A8E1V1","6","",""
"C420","","REGRA_VL_ITEM_C425","6","","O valor acumulado no totalizador, relativo à respectiva Redução Z (VLR_ACUM_TOT do Registro C420) deve ser igual à soma do valor acumulado do item (VL_ITEM) dos Registros C425."
"C420","NR_TOT","REGRA_NR_TOT_A003E001V4","2","COD_TOT_PAR",""
"C420","DESCR_NR_TOT","REGRA_DESCR_NR_TOT","2","NR_TOT","Campo DESCR_NR_TOT não pode ser preenchido, quando o campo NR_TOT não for preenchido."
"C420","","REGRA_VLR_TOTALIZADOR","6","","A soma dos valores acumulados nos totalizadores (C420) de mesma carga tributária deverá ser igual à soma dos registros analíticos (C490). Verifique o valor de cada totalizador."
"C420","COD_TOT_PAR","REGRA_EXISTE_COD_TOT_PAR","1","","Código inválido. Utilizar código da ""Tabela de Códigos dos Totalizadores Parciais da Redução Z""."
"C425","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"C425","","REGRA_EXISTE_COD_ITEM_V2","6","",""
"C425","","REGRA_EXISTE_UNID_V2","6","",""
"C425","","REGRA_NAO_INFORMAR_C425","6","","O registro C425 não pode ser informado caso o seu registro pai C420 possuir o campo COD_TOT_PART igual a ""OPNF"", ""Can-T"", ""Can-S"" ou ""Can-O""."
"C425","","REGRA_COERENCIA_CFOP_C430","6","",""
"C425","","REGRA_VALIDA_UNID_CONVERSAO_17001_V1","6","",""
"C425","QTD","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C425","VL_ITEM","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C430","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"C430","","REGRA_OBRIGATORIO_1255_POR_COD_MOT_REST_COMPL","6","",""
"C430","","REGRA_UNID_DIF_0200","6","","A unidade utilizada no registro é diferente da unidade cadastrada no item. Obrigatório informar registro de conversão (0220)."
"C430","","REGRA_EXISTE_UNID_V2","6","",""
"C430","CFOP","REGRA_CFOP_SAIDA_AMPLO","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5, 6 ou 7."
"C430","COD_MOT_REST_COMPL","REGRA_VALIDA_COD_MOT_RESP_COMPL_0","1","",""
"C430","QUANT_CONV","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C430","VL_UNIT_ICMS_ST_CONV_REST","REGRA_VALIDA_VL_UNIT_ICMS_ST_CONV_REST","1","",""
"C430","VL_UNIT_ICMS_ST_CONV_COMPL","REGRA_VALIDA_VL_UNIT_ICMS_ST_CONV_COMPL","1","",""
"C460","","REGRA_REGISTRO_OBRIGATORIO_C460_A8E1V1","obrigatoriedade","",""
"C460","","REGRA_VL_DOC_C470","6","","O valor total do documento (VL_DOC do Registro C460) deve ser maior ou igual à soma dos valores dos itens dos ""Registros C470""."
"C460","NUM_DOC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C460","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"C460","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"C460","VL_DOC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C460","VL_DOC","REGRA_VL_DOC_GRANDE","1","","Atenção! Valor informado superior a 200.000.000,00. Verifique se a informação está correta."
"C460","CPF_CNPJ","REGRA_VALIDA_CPF_CNPJ_CAMPO_V2","1","",""
"C465","CHV_CFE","REGRA_DIGITO_CHV_CFE_ECF","1","",""
"C465","NUM_CCF","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C470","","REGRA_EXISTE_COD_ITEM_V2","6","",""
"C470","","REGRA_EXISTE_UNID_V2","6","",""
"C470","QTD_CANC","REGRA_NR_CANC","2","QTD","Quantidade inválida. A quantidade de documentos cancelados deve ser menor ou igual à quantidade informada."
"C470","CFOP","REGRA_CFOP_SAIDA","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5."
"C470","","REGRA_COERENCIA_CFOP_C480","6","",""
"C470","QTD","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C470","VL_ITEM","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C470","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"C480","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"C480","","REGRA_OBRIGATORIO_1255_POR_COD_MOT_REST_COMPL","6","",""
"C480","","REGRA_UNID_DIF_0200","6","","A unidade utilizada no registro é diferente da unidade cadastrada no item. Obrigatório informar registro de conversão (0220)."
"C480","","REGRA_EXISTE_UNID_V2","6","",""
"C480","CFOP","REGRA_CFOP_SAIDA_AMPLO","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5, 6 ou 7."
"C480","COD_MOT_REST_COMPL","REGRA_VALIDA_COD_MOT_RESP_COMPL_0","1","",""
"C480","QUANT_CONV","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C480","VL_UNIT_ICMS_ST_CONV_REST","REGRA_VALIDA_VL_UNIT_ICMS_ST_CONV_REST","1","",""
"C480","VL_UNIT_ICMS_ST_CONV_COMPL","REGRA_VALIDA_VL_UNIT_ICMS_ST_CONV_COMPL","1","",""
"C490","","REGRA_EXISTE_COD_OBS_V2","6","",""
"C490","","REGRA_NAO_INFORMAR_C490","6","","O registro C490 não pode ser informado."
"C490","","REGRA_VL_BC_ICMS_C470","6","","O valor (VL_BC_ICMS do Registro C490) deve ser igual à soma do valor do item (VL_ITEM) dos Registros C470, quando ALIQ_ICMS for maior que ZERO, exceto quando os 2 últimos caracteres do campo CST_ICMS forem iguais a ""20"", para a mesma combinação CST_ICMS+CFOP+ALIQ_ICMS."
"C490","","REGRA_ALIQ_C420_C490_2011_4004","6","","Quando a ALIQ_ICMS informada no Registro C490 for MAIOR QUE ZERO deverá existir um COD_TOT_PAR do Registro C420 no formato ""Tnnnn"" ou ""xxTnnnn"", onde ""nnnn"" é a alíquota."
"C490","CST_ICMS","REGRA_CST_ICMS_CAMPOS_ICMS","2","VL_BC_ICMS;ALIQ_ICMS;VL_ICMS","Se os dois últimos dígitos do CST_ICMS = 30, 40, 41, 50 ou 60 , preencher com Zero ou Vazio os campos: VL_BC_ICMS, ALIQ_ICMS e VL_ICMS; caso contrário, os campos ALIQ_ICMS e VL_ICMS devem ser maiores que zero se VL_BC_ICMS for maior que um. Se os dois últimos dígitos do CST_ICMS = 20, 51 ou 90 , os campos podem ser iguais ou maiores que zero."
"C490","","REGRA_CHAVE_EXISTE_NO_REGISTRO_ITEM_A8E1V1","6","",""
"C490","VL_ICMS","REGRA_VALIDA_CALCULO_VL_ICMS","2","VL_BC_ICMS;ALIQ_ICMS","O valor acumulado do ICMS informado está divergente do valor calculado pela multiplicação da alíquota pelo valor acumulado da base de cálculo do ICMS."
"C490","CFOP","REGRA_CFOP_SAIDA","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5."
"C490","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"C500","","REGRA_REGISTRO_OBRIGATORIO_C500","obrigatoriedade","",""
"C500","","REGRA_EXISTE_COD_INF_V2","6","",""
"C500","CHV_DOCE","REGRA_OBRIGATORIO_CHV_NFE_CTE_14001_V1","2","COD_MOD",""
"C500","CHV_DOCE","REGRA_PREENCHER_CHV_NFE_CTE_14001_V1","2","COD_MOD",""
"C500","CHV_DOCE","REGRA_VALIDA_CNPJ_NFE_14001_V1","2","",""
"C500","CHV_DOCE","REGRA_VALIDA_UF_NFE_CTE_V2","2","",""
"C500","","REGRA_VALIDA_SERIE_CHAVE","2","","O campo série que compõe a chave do documento fiscal eletrônico deverá ser igual ao campo Série informado no registro.##MSG_VALIDA_SERIE_CHAVE_RESUMO"
"C500","","REGRA_COMPARA_CNPJ_DOCE_PARTICIPANTE_C500","6","",""
"C500","CHV_DOCE","REGRA_COMPARA_NUM_DOC_NFE_CTE","2","NUM_DOC",""
"C500","CHV_DOCE","REGRA_COMPARA_CODIGO_MODELO","2","","O modelo da chave do documento eletrônico não confere com o modelo do documento."
"C500","MES_DOC_REF","REGRA_MES_ANO_VALIDO_MES_DOC_REF","2","",""
"C500","","REGRA_EXISTE_COD_PART_V2","6","",""
"C500","DT_DOC","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC","2","",""
"C500","","REGRA_VL_ICMS_ANALIT","6","","Valor inválido. A soma do campo VL_ICMS dos registros analíticos (C190, C590, C690, D190, D590 e D690) deve ser igual ao campo VL_ICMS do documento mestre dos registros (C100, C500, C600, D100, D500 e D600, respectivamente)."
"C500","","REGRA_VL_ICMS_ST_ANALIT","6","","Valor inválido. A soma do campo VL_ICMS_ST dos registros analíticos (C190, C590, C690, D190 e D690) deve ser igual ao campo VL_ICMS_ST do documento mestre dos registros (C100, C500, C600, D100 e D600, respectivamente)."
"C500","","REGRA_VL_BC_ICMS_ST_ANALIT","6","","Valor inválido. A soma do campo VL_BC_ICMS_ST dos registros analíticos (C190, C590, C690, D190 e D690) deve ser igual ao campo VL_BC_ICMS_ST do documento mestre dos registros (C100, C500, C600, D100 e D600, respectivamente)."
"C500","IND_EMIT","REGRA_IND_EMIT","2","IND_OPER","Documento fiscal emitido por terceiros deverá ter indicador de operação = Zero (entradas)."
"C500","","REGRA_COERENCIA_CFOP_C510","6","",""
"C500","DT_E_S","REGRA_DT_E_S_MAIOR_IGUAL_DT_DOC","2","DT_DOC","Data inválida. Informar data maior ou igual à data de emissão do documento fiscal."
"C500","COD_SIT","REGRA_DOCUMENTO_NORMAL_DT_ES","2","IND_OPER;DT_E_S;DT_DOC",""
"C500","COD_SIT","REGRA_DOCUMENTO_EXTEMPORANEO_DT_E_S","2","IND_OPER;DT_E_S;DT_DOC",""
"C500","TP_LIGACAO","REGRA_OBRIGATORIO_ENERGIA_ELETRICA_TP_LIGACAO","2","IND_OPER;COD_MOD",""
"C500","COD_GRUPO_TENSAO","REGRA_OBRIGATORIO_ENERGIA_ELETRICA_COD_GRUPO_TENSAO","2","IND_OPER;COD_MOD",""
"C500","COD_SIT","REGRA_CANCELA_DOC_TERCEIRO","2","IND_EMIT;IND_OPER","Não é permitido o cancelamento de documentos fiscais emitidos por terceiros."
"C500","COD_MOD_DOC_REF","REGRA_OBRIGATORIO_DADOS_DOC_REF","2","HASH_DOC_REF;SER_DOC_REF;NUM_DOC_REF;MES_DOC_REF","Se o campo COD_MOD_DOC_REF for igual a ""06"", então é obrigatório o preenchimento do campo HASH_DOC_REF ou dos campos  SER_DOC_REF, NUM_DOC_REF e MES_DOC_REF."
"C500","HASH_DOC_REF","REGRA_EXCLUSIVO_DADOS_DOC_REF","2","SER_DOC_REF;NUM_DOC_REF;MES_DOC_REF","Se o campo HASH_DOC_REF estiver preenchido, então os campos SER_DOC_REF, NUM_DOC_REF e MES_DOC_REF devem estar obrigatoriamente vazios."
"C500","","REGRA_EXISTE_COD_MOD","3","","Modelo inválido. Utilizar código da ""Tabela de Documentos Fiscais do ICMS""."
"C500","COD_PART","REGRA_OBRIGATORIO_COD_PART_C500_V2","1","IND_OPER;COD_MOD;IND_DEST",""
"C500","COD_PART","REGRA_NAO_INFORMAR_COD_PART_C500","1","IND_OPER;COD_MOD;IND_DEST","O campo COD_PART não pode ser informado para NF3E com indicador do destinatário (Campo 31 desse registro) diferente de 1."
"C500","NUM_DOC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C500","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"C500","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"C500","DT_E_S","REGRA_DATA_VALIDA_A4E5V1","0","",""
"C500","DT_E_S","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"C500","VL_DOC","REGRA_VL_DOC_GRANDE","1","","Atenção! Valor informado superior a 200.000.000,00. Verifique se a informação está correta."
"C500","CHV_DOCE","REGRA_VALIDA_CHV_NFE_CTE","1","",""
"C500","FIN_DOCE","REGRA_OBRIGATORIO_FIN_DOCE_V2","1","COD_MOD",""
"C500","FIN_DOCE","REGRA_NAO_INFORMAR_FIN_DOCE","1","COD_MOD","Não informar para documentos não eletrônicos."
"C500","CHV_DOCE_REF","REGRA_OBRIGATORIO_CHV_DOCE_REF_V3","1","FIN_DOCE;COD_MOD_DOC_REF",""
"C500","CHV_DOCE_REF","REGRA_NAO_PREENCHER_CHV_DOCE_REF_V2","1","FIN_DOCE;COD_MOD_DOC_REF",""
"C500","CHV_DOCE_REF","REGRA_VALIDA_CHV_NFE_CTE","1","",""
"C500","COD_MOD_DOC_REF","REGRA_NAO_INFORMAR_COD_MOD_REF","1","FIN_DOCE","Campo só pode ser informado se finalidade for de substituição (FIN_DOCe = 2)."
"C500","COD_MOD_DOC_REF","REGRA_OBRIGATORIO_COD_MOD_REF","1","FIN_DOCE","Obrigatório, se finalidade for de substituição."
"C500","HASH_DOC_REF","REGRA_NAO_INFORMAR_CAMPO_DOC_REF","1","COD_MOD_DOC_REF",""
"C500","SER_DOC_REF","REGRA_NAO_INFORMAR_CAMPO_DOC_REF","1","COD_MOD_DOC_REF",""
"C500","NUM_DOC_REF","REGRA_NAO_INFORMAR_CAMPO_DOC_REF","1","COD_MOD_DOC_REF",""
"C500","NUM_DOC_REF","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C500","MES_DOC_REF","REGRA_NAO_INFORMAR_CAMPO_DOC_REF","1","COD_MOD_DOC_REF",""
"C510","","REGRA_REGISTRO_OBRIGATORIO_C510_14001_V1","obrigatoriedade","",""
"C510","","REGRA_REGISTRO_OBRIGATORIO_C510_14001_V1","obrigatoriedade","",""
"C510","","REGRA_EXISTE_COD_ITEM_V2","6","",""
"C510","","REGRA_EXISTE_UNID_V2","6","",""
"C510","","REGRA_EXISTE_COD_PART_V2","6","",""
"C510","","REGRA_CFOP_C500","6","","CFOP inválido. Utilizar CFOP com primeiro caracter = 1, 2 ou 3, quando for operação de entrada, e CFOP com primeiro caracter = 5, 6 ou 7, quando for operação de saída."
"C510","","REGRA_CST_ICMS_CAMPOS_ICMS_C510","6","",""
"C510","","REGRA_CST_ICMS_CAMPOS_ST_COM_COD_SIT_C510","6","",""
"C510","","REGRA_OBRIGATORIO_COD_CLASS_C510","6","",""
"C510","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"C510","ALIQ_ST","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"C590","","REGRA_REGISTRO_OBRIGATORIO_C590","obrigatoriedade","",""
"C590","","REGRA_CFOP_C500","6","","CFOP inválido. Utilizar CFOP com primeiro caracter = 1, 2 ou 3, quando for operação de entrada, e CFOP com primeiro caracter = 5, 6 ou 7, quando for operação de saída."
"C590","","REGRA_EXISTE_COD_OBS_V2","6","",""
"C590","","REGRA_VL_ICMS_NO_REGISTRO_ITEM_14001_V1","6","",""
"C590","","REGRA_VL_ICMS_ST_NO_REGISTRO_ITEM_14001_V1","6","",""
"C590","","REGRA_VL_BC_ICMS_NO_REGISTRO_ITEM_14001_V1","6","",""
"C590","","REGRA_VL_BC_ICMS_ST_NO_REGISTRO_ITEM_14001_V1","6","",""
"C590","","REGRA_CST_ICMS_CAMPOS_ICMS_C590","6","",""
"C590","","REGRA_CST_ICMS_CAMPOS_ST_COM_COD_SIT_C590","6","",""
"C590","","REGRA_CHAVE_EXISTE_NO_REGISTRO_ITEM_A8E1V1","6","",""
"C590","","REGRA_CST_ICMS_RED_BC_COM_COD_SIT_C590","6","",""
"C590","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"C591","","REGRA_REGISTRO_OBRIGATORIO_C595_V2","obrigatoriedade","",""
"C591","VL_FCP_OP","REGRA_OBRIGATORIO_VALOR_C591","2","VL_FCP_ST","Obrigatório informar pelo menos um dos campos do registro C591."
"C591","","REGRA_PREENCHER_VL_FCP_OP_C591","6","","O campo somente pode ser informado se o campo CST_ICMS do Registro Pai C590 for igual a x00 ou x20."
"C591","","REGRA_PREENCHER_VL_FCP_ST_C591","6","","O campo somente pode ser informado se o campo CST_ICMS do Registro Pai C590 for igual a x10."
"C595","","REGRA_REGISTRO_OBRIGATORIO_C595_V2","obrigatoriedade","",""
"C595","","REGRA_EXISTE_COD_OBS_V2","6","",""
"C597","","REGRA_REGISTRO_OBRIGATORIO_C595_V2","obrigatoriedade","",""
"C597","","REGRA_EXISTE_COD_ITEM_V2","6","",""
"C597","VL_BC_ICMS","REGRA_VL_C597","2","ALIQ_ICMS;VL_ICMS;VL_OUTROS","Obrigatório um dos campos informados ser maior que zero."
"C597","ALIQ_ICMS","REGRA_ALIQ_MENOR_1000","1","","O valor informado para o campo deverá ser menor ou igual a 999."
"C600","","REGRA_REGISTRO_OBRIGATORIO_15001_V1","obrigatoriedade","",""
"C600","","REGRA_EXISTENCIA_C600_T3","6","",""
"C600","DT_DOC","REGRA_DATA_MENOR_IGUAL_DT_FIN_0000_DT_DOC","2","",""
"C600","","REGRA_COERENCIA_CFOP_C610","6","",""
"C600","","REGRA_VL_BC_ICMS_ANALIT","6","","Valor inválido. A soma do campo VL_BC_ICMS dos registros analíticos (C190, C590, C690, D190, D590 e D690) deve ser igual ao campo VL_BC_ICMS do documento mestre dos registros (C100, C500, C600, D100, D500 e D600, respectivamente)."
"C600","","REGRA_VL_ICMS_ANALIT","6","","Valor inválido. A soma do campo VL_ICMS dos registros analíticos (C190, C590, C690, D190, D590 e D690) deve ser igual ao campo VL_ICMS do documento mestre dos registros (C100, C500, C600, D100, D500 e D600, respectivamente)."
"C600","","REGRA_VL_BC_ICMS_ST_ANALIT","6","","Valor inválido. A soma do campo VL_BC_ICMS_ST dos registros analíticos (C190, C590, C690, D190 e D690) deve ser igual ao campo VL_BC_ICMS_ST do documento mestre dos registros (C100, C500, C600, D100 e D600, respectivamente)."
"C600","","REGRA_VL_ICMS_ST_ANALIT","6","","Valor inválido. A soma do campo VL_ICMS_ST dos registros analíticos (C190, C590, C690, D190 e D690) deve ser igual ao campo VL_ICMS_ST do documento mestre dos registros (C100, C500, C600, D100 e D600, respectivamente)."
"C600","","REGRA_QTD_CANC_C601","6","","Quantidade inválida. A quantidade de documentos cancelados deve ser igual à quantidade de ocorrências do Registro C601."
"C600","QTD_CANC","REGRA_QTD_CANC","2","QTD_CONS","Quantidade inválida. A quantidade de documentos cancelados deve ser menor ou igual à quantidade consolidada."
"C600","QTD_CONS","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C600","DT_DOC","REGRA_DATA_VALIDA_A4E5V1","0","",""
"C600","DT_DOC","REGRA_DATA_MINIMA_DOC_FISCAL","1","","A data deverá ser maior ou igual a 01/01/2000."
"C600","VL_DOC","REGRA_VL_DOC_GRANDE","1","","Atenção! Valor informado superior a 200.000.000,00. Verifique se a informação está correta."
"C601","NUM_DOC_CANC","REGRA_MAIOR_ZERO","1","","Valor informado deve ser maior que Zero."
"C610","","REGRA_EXISTE_COD_ITEM_V2","6","",""
"C610","","REGRA_EXISTE_UNID_V2","6","",""
"C610","CFOP","REGRA_CFOP_SAIDA_AMPLO","2","","CFOP inválido. Utilizar CFOP com primeiro caracter = 5, 6 ou 7."
