"register","index","code","type","required","length","xsd_type","decimal","spec_type","spec_required","desc"
"C190","6","COD_NCM","char","","008","","","C","","Código da Nomenclatura Comum do Mercosul"
"C190","7","EX_IPI","char","","003","","","C","","Código EX, conforme a TIPI"
"C190","8","VL_TOT_ITEM","float","True","","","2","N","O","Valor Total do Item"
"C191","2","CNPJ_CPF_PART","char","","014","","","C","","CNPJ/CPF do Participante a que se referem as operações consolidadas neste registro (pessoa jurídica ou pessoa física vendedora/remetente)"
"C191","3","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"C191","4","CFOP","char","True","004*","numeric_code","","N","O","Código fiscal de operação e prestação"
"C191","5","VL_ITEM","float","True","","","2","N","O","Valor total do item"
"C191","6","VL_DESC","float","","","","2","N","","Valor do desconto comercial / Exclusão"
"C191","7","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"C191","8","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"C191","9","QUANT_BC_PIS","float","","","","3","N","","Base de cálculo em quantidade PIS/Pasep"
"C191","10","ALIQ_PIS_QUANT","float","","","","4","N","","Alíquota do PIS/Pasep (em reais)"
"C191","11","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"C191","12","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C195","2","CNPJ_CPF_PART","char","","014","","","C","","CNPJ/CPF do Participante a que se referem as operações consolidadas neste registro (pessoa jurídica ou pessoa física vendedora/remetente)"
"C195","3","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"C195","4","CFOP","char","True","004*","numeric_code","","N","O","Código fiscal de operação e prestação"
"C195","5","VL_ITEM","float","True","","","2","N","O","Valor total do item"
"C195","6","VL_DESC","float","","","","2","N","","Valor do desconto comercial / Exclusão"
"C195","7","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"C195","8","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"C195","9","QUANT_BC_COFINS","float","","","","3","N","","Base de cálculo em quantidade COFINS"
"C195","10","ALIQ_COFINS_QUANT","float","","","","4","N","","Alíquota da COFINS (em reais)"
"C195","11","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"C195","12","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C198","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"C198","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"C199","2","COD_DOC_IMP","char","True","001*","","","C","O","Documento de importação"
"C199","3","NUM_DOC_IMP","char","True","015","","","C","O","Número do documento de Importação"
"C199","4","VL_PIS_IMP","float","","","","2","N","","Valor pago de PIS na importação"
"C199","5","VL_COFINS_IMP","float","","","","2","N","","Valor pago de COFINS na importação"
"C199","6","NUM_ACDRAW","char","","020","","","C","","Número do Ato Concessório do regime Drawback"
"C380","2","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C380","3","DT_DOC_INI","date","True","008*","","","D","O","Data de Emissão Inicial dos Documentos"
"C380","4","DT_DOC_FIN","date","True","008*","","","D","O","Data de Emissão Final dos Documentos"
"C380","5","NUM_DOC_INI","char","","006","numeric_code","","N","","Número do documento fiscal inicial"
"C380","6","NUM_DOC_FIN","char","","006","numeric_code","","N","","Número do documento fiscal final"
"C380","7","VL_DOC","float","True","","","2","N","O","Valor total dos documentos regulares"
"C380","8","VL_DOC_CANC","float","True","","","2","N","O","Valor total dos documentos cancelados"
"C381","2","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"C381","3","COD_ITEM","char","True","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"C381","4","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C381","5","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"C381","6","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"C381","7","QUANT_BC_PIS","float","","","","3","N","","Base de cálculo em quantidade PIS/Pasep"
"C381","8","ALIQ_PIS_QUANT","float","","","","4","N","","Alíquota do PIS/Pasep (em reais)"
"C381","9","VL_PIS","float","True","","","2","N","O","Valor do PIS/Pasep"
"C381","10","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C385","2","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"C385","3","COD_ITEM","char","True","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"C385","4","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C385","5","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"C385","6","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"C385","7","QUANT_BC_COFINS","float","","","","3","N","","Base de cálculo em quantidade COFINS"
"C385","8","ALIQ_COFINS_QUANT","float","","","","4","N","","Alíquota da COFINS (em reais)"
"C385","9","VL_COFINS","float","True","","","2","N","O","Valor da COFINS"
"C385","10","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C395","2","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C395","3","COD_PART","char","True","060","","","C","O","Código do participante (campo 02 do Registro 0150) - emitente do documento"
"C395","4","SER","char","","003","","","C","","Série do documento fiscal"
"C395","5","SUB_SER","char","","003","","","C","","Subsérie do documento fiscal"
"C395","6","NUM_DOC","char","True","044","","","C","O","Número do documento fiscal"
"C395","7","DT_DOC","date","True","008*","","","D","O","Data da emissão do documento fiscal"
"C395","8","VL_DOC","float","True","","","2","N","O","Valor total do documento fiscal"
"C396","2","COD_ITEM","char","True","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"C396","3","VL_ITEM","float","True","","","2","N","O","Valor total do item (mercadorias ou serviços)"
"C396","4","VL_DESC","float","","","","2","N","","Valor do desconto comercial do item"
"C396","5","NAT_BC_CRED","char","True","002","","","C","O","Código da Natureza da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7"
"C396","6","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"C396","7","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do credito de PIS/Pasep"
"C396","8","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"C396","9","VL_PIS","float","","","","2","N","","Valor do crédito de PIS/Pasep"
"C396","10","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"C396","11","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo do crédito de COFINS"
"C396","12","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"C396","13","VL_COFINS","float","","","","2","N","","Valor do crédito de COFINS"
"C396","14","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C400","2","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C400","3","ECF_MOD","char","True","020","","","C","O","Modelo do equipamento"
"C400","4","ECF_FAB","char","True","021","","","C","O","Número de série de fabricação do ECF"
"C400","5","ECF_CX","char","True","003","numeric_code","","N","O","Número do caixa atribuído ao ECF"
"C405","2","DT_DOC","date","True","008*","","","D","O","Data do movimento a que se refere a Redução Z"
"C405","3","CRO","char","True","003","numeric_code","","N","O","Posição do Contador de Reinício de Operação"
"C405","4","CRZ","char","True","006","numeric_code","","N","O","Posição do Contador de Redução Z"
"C405","5","NUM_COO_FIN","char","True","009","numeric_code","","N","O","Número do Contador de Ordem de Operação do último documento emitido no dia (Número do COO na Redução Z)"
"C405","6","GT_FIN","float","True","","","2","N","O","Valor do Grande Total final"
"C405","7","VL_BRT","float","True","","","2","N","O","Valor da venda bruta"
"C481","2","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"C481","3","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C481","4","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"C481","5","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"C481","6","QUANT_BC_PIS","float","","","","3","N","","Base de cálculo em quantidade PIS/Pasep"
"C481","7","ALIQ_PIS_QUANT","float","","","","4","N","","Alíquota do PIS/Pasep (em reais)"
"C481","8","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"C481","9","COD_ITEM","char","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"C481","10","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C485","2","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"C485","3","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C485","4","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"C485","5","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"C485","6","QUANT_BC_COFINS","float","","","","3","N","","Base de cálculo em quantidade COFINS"
"C485","7","ALIQ_COFINS_QUANT","float","","","","4","N","","Alíquota da COFINS (em reais)"
"C485","8","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"C485","9","COD_ITEM","char","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"C485","10","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C489","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"C489","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"C490","2","DT_DOC_INI","date","True","008*","","","D","O","Data de Emissão Inicial dos Documentos"
"C490","3","DT_DOC_FIN","date","True","008*","","","D","O","Data de Emissão Final dos Documentos"
"C490","4","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C491","2","COD_ITEM","char","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"C491","3","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"C491","4","CFOP","char","","004*","numeric_code","","N","","Código fiscal de operação e prestação"
"C491","5","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C491","6","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"C491","7","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"C491","8","QUANT_BC_PIS","float","","","","3","N","","Base de cálculo em quantidade PIS/Pasep"
"C491","9","ALIQ_PIS_QUANT","float","","","","4","N","","Alíquota do PIS/Pasep (em reais)"
"C491","10","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"C491","11","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C495","2","COD_ITEM","char","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"C495","3","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"C495","4","CFOP","char","","004*","numeric_code","","N","","Código fiscal de operação e prestação"
"C495","5","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C495","6","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"C495","7","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"C495","8","QUANT_BC_COFINS","float","","","","3","N","","Base de cálculo em quantidade COFINS"
"C495","9","ALIQ_COFINS_QUANT","float","","","","4","N","","Alíquota da COFINS (em reais)"
"C495","10","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"C495","11","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C499","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"C499","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"C500","2","COD_PART","char","True","060","","","C","O","Código do participante do fornecedor (campo 02 do Registro 0150)"
"C500","3","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C500","4","COD_SIT","char","True","002*","numeric_code","","N","O","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"C500","5","SER","char","","004","","","C","","Série do documento fiscal"
"C500","6","SUB","char","","003","numeric_code","","N","","Subsérie do documento fiscal"
"C500","7","NUM_DOC","char","True","060","numeric_code","","N","O","Número do documento fiscal"
"C500","8","DT_DOC","date","True","008*","","","D","O","Data da emissão do documento fiscal"
"C500","9","DT_E_S","date","","008*","","","D","","Data da entrada"
"C500","10","VL_DOC","float","True","","","2","N","O","Valor total do documento fiscal"
"C500","11","VL_ICMS","float","","","","2","N","","Valor acumulado do ICMS"
"C500","12","COD_INF","char","","006","","","C","","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"C500","13","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"C500","14","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"C500","15","CHV_DOC_E","char","","044*","numeric_code","","N","","Chave do Documento Fiscal Eletrônico"
"C501","2","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"C501","3","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C501","4","NAT_BC_CRED","char","","002","","","C","","Código da Natureza da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7"
"C501","5","VL_BC_PIS","float","True","","","2","N","O","Valor da base de cálculo do PIS/Pasep"
"C501","6","ALIQ_PIS","float","True","008","","4","N","O","Alíquota do PIS/Pasep (em percentual)"
"C501","7","VL_PIS","float","True","","","2","N","O","Valor do PIS/Pasep"
"C501","8","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C505","2","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"C505","3","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C505","4","NAT_BC_CRED","char","","002","","","C","","Código da Natureza da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7"
"C505","5","VL_BC_COFINS","float","True","","","2","N","O","Valor da base de cálculo da COFINS"
"C505","6","ALIQ_COFINS","float","True","008","","4","N","O","Alíquota da COFINS (em percentual)"
"C505","7","VL_COFINS","float","True","","","2","N","O","Valor da COFINS"
"C505","8","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C509","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"C509","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"C600","2","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C600","3","COD_MUN","char","","007*","numeric_code","","N","","Código do município dos pontos de consumo, conforme a tabela IBGE"
"C600","4","SER","char","","004","","","C","","Série do documento fiscal"
"C600","5","SUB","char","","003","numeric_code","","N","","Subsérie do documento fiscal"
"C600","6","COD_CONS","char","","002*","","","C","","Código de classe de consumo de energia elétrica, conforme a Tabela 4.4.5, ou Código de Consumo de Fornecimento D'água - Tabela 4.4.2 ou Código da classe de consumo de gás canalizado conforme Tabela 4.4.3"
"C600","7","QTD_CONS","int","True","","","","N","O","Quantidade de documentos consolidados neste registro"
"C600","8","QTD_CANC","int","","","","","N","","Quantidade de documentos cancelados"
"C600","9","DT_DOC","date","True","008*","","","D","O","Data dos documentos consolidados"
"C600","10","VL_DOC","float","True","","","2","N","O","Valor total dos documentos"
"C600","11","VL_DESC","float","","","","2","N","","Valor acumulado dos descontos"
"C600","12","CONS","int","","","","","N","","Consumo total acumulado, em kWh (Código 06)"
"C600","13","VL_FORN","float","","","","2","N","","Valor acumulado do fornecimento"
"C600","14","VL_SERV_NT","float","","","","2","N","","Valor acumulado dos serviços não-tributados pelo ICMS"
"C600","15","VL_TERC","float","","","","2","N","","Valores cobrados em nome de terceiros"
"C600","16","VL_DA","float","","","","2","N","","Valor acumulado das despesas acessórias"
"C600","17","VL_BC_ICMS","float","","","","2","N","","Valor acumulado da base de cálculo do ICMS"
"C600","18","VL_ICMS","float","","","","2","N","","Valor acumulado do ICMS"
"C600","19","VL_BC_ICMS_ST","float","","","","2","N","","Valor acumulado da base de cálculo do ICMS substituição tributária"
"C600","20","VL_ICMS_ST","float","","","","2","N","","Valor acumulado do ICMS retido por substituição tributária"
"C600","21","VL_PIS","float","True","","","2","N","O","Valor acumulado do PIS/Pasep"
"C600","22","VL_COFINS","float","True","","","2","N","O","Valor acumulado da COFINS"
"C601","2","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"C601","3","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C601","4","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"C601","5","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"C601","6","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"C601","7","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C605","2","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"C605","3","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C605","4","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"C605","5","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"C605","6","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"C605","7","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C609","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"C609","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"C860","2","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1 (Código 59 - Cupom Fiscal Eletrônico CF-e)"
"C860","3","NR_SAT","char","True","009","numeric_code","","N","O","Número de série do equipamento (SAT)"
"C860","4","DT_DOC","date","True","008*","","","D","O","Data de emissão do(s) documento(s) fiscal(is)"
"C860","5","DOC_INI","char","True","009","numeric_code","","N","O","Número do documento inicial"
"C860","6","DOC_FIM","char","True","009","numeric_code","","N","O","Número do documento final"
"C870","2","COD_ITEM","char","True","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"C870","3","CFOP","char","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"C870","4","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C870","5","VL_DESC","float","","","","2","N","","Valor da exclusão / desconto comercial dos itens"
"C870","6","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"C870","7","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"C870","8","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"C870","9","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"C870","10","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"C870","11","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"C870","12","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"C870","13","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"C870","14","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C880","2","COD_ITEM","char","True","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"C880","3","CFOP","char","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"C880","4","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"C880","5","VL_DESC","float","","","","2","N","","Valor da exclusão / desconto comercial dos itens"
"C880","6","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"C880","7","QUANT_BC_PIS","float","","","","3","N","","Base de cálculo em quantidade - PIS/Pasep"
"C880","8","ALIQ_PIS_QUANT","float","","","","4","N","","Alíquota do PIS (em reais)"
"C880","9","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"C880","10","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"C880","11","QUANT_BC_COFINS","float","","","","3","N","","Base de cálculo em quantidade COFINS"
"C880","12","ALIQ_COFINS_QUANT","float","","","","4","N","","Alíquota da COFINS (em reais)"
"C880","13","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"C880","14","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"C890","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"C890","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"C990","2","QTD_LIN_C","int","True","","","","N","O","Quantidade total de linhas do Bloco C"
"D001","2","IND_MOV","char","True","001","","","C","O","Indicador de movimento"
"D010","2","CNPJ","char","True","014*","numeric_code","","N","O","Número de inscrição do estabelecimento no CNPJ"
"D100","2","IND_OPER","char","True","001*","","","C","O","Indicador do tipo de operação"
"D100","3","IND_EMIT","char","True","001*","","","C","O","Indicador do emitente do documento fiscal"
"D100","4","COD_PART","char","True","060","","","C","O","Código do participante (campo 02 do Registro 0150): do prestador de serviço, no caso de aquisição de serviço; tomador do serviço, no caso de prestação de serviços"
"D100","5","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D100","6","COD_SIT","char","True","002*","numeric_code","","N","O","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"D100","7","SER","char","","004","","","C","","Série do documento fiscal"
"D100","8","SUB","char","","003","","","C","","Subsérie do documento fiscal"
"D100","9","NUM_DOC","char","True","009","numeric_code","","N","O","Número do documento fiscal"
"D100","10","CHV_CTE","char","","044*","numeric_code","","N","","Chave do Conhecimento de Transporte Eletrônico"
"D100","11","DT_DOC","date","True","008*","","","D","O","Data da emissão do documento fiscal"
"D100","12","DT_A_P","date","","008*","","","D","","Data da aquisição ou da prestação do serviço"
"D100","13","TP_CTE","char","","001*","numeric_code","","N","","Tipo de Conhecimento de Transporte Eletrônico conforme definido no Manual de Integração do CT-e"
"D100","14","CHV_CTE_REF","char","","044*","numeric_code","","N","","Chave do CT-e de referência cujos valores foram complementados (opção “1” do campo anterior) ou cujo débito foi anulado(opção “2” do campo anterior)"
"D100","15","VL_DOC","float","True","","","2","N","O","Valor total do documento fiscal"
"D100","16","VL_DESC","float","","","","2","N","","Valor total do desconto"
"D100","17","IND_FRT","char","True","001*","","","C","O","Indicador do tipo do frete"
"D100","18","VL_SERV","float","True","","","2","N","O","Valor total da prestação de serviço"
"D100","19","VL_BC_ICMS","float","","","","2","N","","Valor da base de cálculo do ICMS"
"D100","20","VL_ICMS","float","","","","2","N","","Valor do ICMS"
"D100","21","VL_NT","float","","","","2","N","","Valor não-tributado do ICMS"
"D100","22","COD_INF","char","","006","","","C","","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"D100","23","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D101","2","IND_NAT_FRT","char","True","001*","","","C","O","Indicador da Natureza do Frete"
"D101","3","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"D101","4","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"D101","5","NAT_BC_CRED","char","","002","","","C","","Código da Natureza da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7"
"D101","6","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"D101","7","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"D101","8","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"D101","9","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D105","2","IND_NAT_FRT","char","True","001*","","","C","O","Indicador da Natureza do Frete"
"D105","3","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"D105","4","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"D105","5","NAT_BC_CRED","char","","002","","","C","","Código da Natureza da base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7"
"D105","6","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"D105","7","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"D105","8","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"D105","9","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D111","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"D111","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"D200","2","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D200","3","COD_SIT","char","True","002*","numeric_code","","N","O","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"D200","4","SER","char","","004","","","C","","Série do documento fiscal"
"D200","5","SUB","char","","003","","","C","","Subsérie do documento fiscal"
"D200","6","NUM_DOC_INI","char","True","009","numeric_code","","N","O","Número do documento fiscal inicial (mesmo modelo, série e subsérie)"
"D200","7","NUM_DOC_FIN","char","True","009","numeric_code","","N","O","Número do documento fiscal final (mesmo modelo, série e subsérie)"
"D200","8","CFOP","char","True","004*","numeric_code","","N","O","Código Fiscal de Operação e Prestação conforme tabela indicada no item 4.2.2"
"D200","9","DT_REF","date","True","008*","","","D","O","Data do dia de referência do resumo diário"
"D200","10","VL_DOC","float","True","","","2","N","O","Valor total dos documentos fiscais"
"D200","11","VL_DESC","float","","","","2","N","","Valor total dos descontos"
"D201","2","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"D201","3","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"D201","4","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"D201","5","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"D201","6","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"D201","7","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D205","2","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"D205","3","VL_ITEM","float","True","","","2","N","O","Valor total dos itens"
"D205","4","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"D205","5","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"D205","6","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"D205","7","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D209","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"D209","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"D300","2","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D300","3","SER","char","","004","","","C","","Série do documento fiscal"
"D300","4","SUB","char","","003","numeric_code","","N","","Subsérie do documento fiscal"
"D300","5","NUM_DOC_INI","char","","006","numeric_code","","N","","Número do primeiro documento fiscal emitido (mesmo modelo, série e subsérie)"
"D300","6","NUM_DOC_FIN","int","","","","","N","","Número do último documento fiscal emitido (mesmo modelo, série e subsérie)"
"D300","7","CFOP","char","True","004*","numeric_code","","N","O","Código Fiscal de Operação e Prestação conforme tabela indicada no item 4.2.2"
"D300","8","DT_REF","date","True","008*","","","D","O","Data do dia de referência do resumo diário"
"D300","9","VL_DOC","float","True","","","2","N","O","Valor total dos documentos fiscais emitidos"
