"register","index","code","type","required","length","xsd_type","decimal","spec_type","spec_required","desc"
"D300","10","VL_DESC","float","","","","2","N","","Valor total dos descontos"
"D300","11","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"D300","12","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"D300","13","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"D300","14","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"D300","15","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"D300","16","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"D300","17","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"D300","18","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"D300","19","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D309","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"D309","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"D350","2","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D350","3","ECF_MOD","char","True","020","","","C","O","Modelo do equipamento"
"D350","4","ECF_FAB","char","True","021","","","C","O","Número de série de fabricação do ECF"
"D350","5","DT_DOC","date","True","008*","","","D","O","Data do movimento a que se refere a Redução Z"
"D350","6","CRO","char","True","003","numeric_code","","N","O","Posição do Contador de Reinício de Operação"
"D350","7","CRZ","char","True","006","numeric_code","","N","O","Posição do Contador de Redução Z"
"D350","8","NUM_COO_FIN","char","True","009","numeric_code","","N","O","Número do Contador de Ordem de Operação do último documento emitido no dia. (Número do COO na Redução Z)"
"D350","9","GT_FIN","float","True","","","2","N","O","Valor do Grande Total final"
"D350","10","VL_BRT","float","True","","","2","N","O","Valor da venda bruta"
"D350","11","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"D350","12","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"D350","13","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"D350","14","QUANT_BC_PIS","float","","","","3","N","","Base de cálculo em quantidade PIS/Pasep"
"D350","15","ALIQ_PIS_QUANT","float","","","","4","N","","Alíquota do PIS/Pasep (em reais)"
"D350","16","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"D350","17","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"D350","18","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"D350","19","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"D350","20","QUANT_BC_COFINS","float","","","","3","N","","Base de cálculo em quantidade COFINS"
"D350","21","ALIQ_COFINS_QUANT","float","","","","4","N","","Alíquota da COFINS (em reais)"
"D350","22","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"D350","23","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D359","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"D359","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"D500","2","IND_OPER","char","True","001*","","","C","O","Indicador do tipo de operação"
"D500","3","IND_EMIT","char","True","001*","","","C","O","Indicador do emitente do documento fiscal"
"D500","4","COD_PART","char","True","060","","","C","O","Código do participante prestador do serviço (campo 02 do Registro 0150)"
"D500","5","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D500","6","COD_SIT","char","True","002*","numeric_code","","N","O","Çódigo da situação do documento fiscal, conforme a Tabela 4.1.2"
"D500","7","SER","char","","004","","","C","","Série do documento fiscal"
"D500","8","SUB","char","","003","numeric_code","","N","","Subsérie do documento fiscal"
"D500","9","NUM_DOC","char","True","009","numeric_code","","N","O","Número do documento fiscal"
"D500","10","DT_DOC","date","True","008*","","","D","O","Data da emissão do documento fiscal"
"D500","11","DT_A_P","date","True","008*","","","D","O","Data da entrada (aquisição)"
"D500","12","VL_DOC","float","True","","","2","N","O","Valor total do documento fiscal"
"D500","13","VL_DESC","float","","","","2","N","","Valor total do desconto"
"D500","14","VL_SERV","float","True","","","2","N","O","Valor da prestação de serviços"
"D500","15","VL_SERV_NT","float","","","","2","N","","Valor total dos serviços não-tributados pelo ICMS"
"D500","16","VL_TERC","float","","","","2","N","","Valores cobrados em nome de terceiros"
"D500","17","VL_DA","float","","","","2","N","","Valor de outras despesas indicadas no documento fiscal"
"D500","18","VL_BC_ICMS","float","","","","2","N","","Valor da base de cálculo do ICMS"
"D500","19","VL_ICMS","float","","","","2","N","","Valor do ICMS"
"D500","20","COD_INF","char","","006","","","C","","Código da informação complementar (campo 02 do Registro 0450)"
"D500","21","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"D500","22","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"D500","23","CHV_DOC_E","char","","044*","numeric_code","","N","","Chave do Documento Fiscal Eletrônico"
"D501","2","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"D501","3","VL_ITEM","float","True","","","2","N","O","Valor Total dos Itens  (Serviços)"
"D501","4","NAT_BC_CRED","char","","002","","","C","","Código da Natureza da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7"
"D501","5","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"D501","6","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"D501","7","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"D501","8","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D505","2","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"D505","3","VL_ITEM","float","True","","","2","N","O","Valor Total dos Itens"
"D505","4","NAT_BC_CRED","char","","002","","","C","","Código da Natureza da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7"
"D505","5","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"D505","6","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"D505","7","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"D505","8","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D509","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"D509","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"D600","2","COD_MOD","char","True","002*","","","C","O","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"D600","3","COD_MUN","char","","007*","numeric_code","","N","","Código do município dos terminais faturados, conforme a tabela IBGE"
"D600","4","SER","char","","004","","","C","","Série do documento fiscal"
"D600","5","SUB","char","","003","numeric_code","","N","","Subsérie do documento fiscal"
"D600","6","IND_REC","char","True","001*","numeric_code","","N","O","Indicador do tipo de receita"
"D600","7","QTD_CONS","int","","","","","N","","Quantidade de documentos consolidados neste registro"
"D600","8","DT_DOC_INI","date","True","008*","","","D","O","Data Inicial dos documentos consolidados"
"D600","9","DT_DOC_FIN","date","True","008*","","","D","O","Data Final dos documentos consolidados"
"D600","10","VL_DOC","float","True","","","2","N","O","Valor total acumulado dos documentos fiscais"
"D600","11","VL_DESC","float","","","","2","N","","Valor acumulado dos descontos"
"D600","12","VL_SERV","float","True","","","2","N","O","Valor acumulado das prestações de serviços tributados pelo ICMS"
"D600","13","VL_SERV_NT","float","","","","2","N","","Valor acumulado dos serviços não-tributados pelo ICMS"
"D600","14","VL_TERC","float","","","","2","N","","Valores cobrados em nome de terceiros"
"D600","15","VL_DA","float","","","","2","N","","Valor acumulado das despesas acessórias"
"D600","16","VL_BC_ICMS","float","","","","2","N","","Valor acumulado da base de cálculo do ICMS"
"D600","17","VL_ICMS","float","","","","2","N","","Valor acumulado do ICMS"
"D600","18","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"D600","19","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"D601","2","COD_CLASS","char","True","004*","numeric_code","","N","O","Código de classificação do item do serviço de comunicação ou de telecomunicação, conforme a Tabela 4.4.1"
"D601","3","VL_ITEM","float","True","","","2","N","O","Valor acumulado do item"
"D601","4","VL_DESC","float","","","","2","N","","Valor acumulado dos descontos"
"D601","5","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"D601","6","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"D601","7","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"D601","8","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"D601","9","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D605","2","COD_CLASS","char","True","004*","numeric_code","","N","O","Código de classificação do item do serviço de comunicação ou de telecomunicação, conforme a Tabela 4.4.1"
"D605","3","VL_ITEM","float","True","","","2","N","O","Valor acumulado do item"
"D605","4","VL_DESC","float","","","","2","N","","Valor acumulado dos descontos"
"D605","5","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"D605","6","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"D605","7","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"D605","8","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"D605","9","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"D609","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"D609","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"D990","2","QTD_LIN_D","int","True","","","","N","O","Quantidade total de linhas do Bloco D"
"F001","2","IND_MOV","char","True","001","","","C","O","Indicador de movimento:0- Bloco com dados informados;1- Bloco sem dados informados"
"F010","2","CNPJ","char","True","014*","numeric_code","","N","O","Número de inscrição do estabelecimento no CNPJ"
"F100","2","IND_OPER","char","True","001*","","","C","O","Indicador do Tipo da Operação"
"F100","3","COD_PART","char","","060","","","C","","Código do participante (Campo 02 do Registro 0150)"
"F100","4","COD_ITEM","char","","060","","","C","","Código do item (campo 02 do Registro 0200)"
"F100","5","DT_OPER","date","True","008*","","","D","O","Data da Operação (ddmmaaaa)"
"F100","6","VL_OPER","float","True","","","2","N","O","Valor da Operação"
"F100","7","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep, conforme a Tabela indicada no item 4.3.3 (IN RFB nº 1.009, de 2010)"
"F100","8","VL_BC_PIS","float","","","","4","N","","Base de Cálculo do PIS/Pasep"
"F100","9","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep"
"F100","10","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"F100","11","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4 (IN RFB nº 1.009, de 2010)"
"F100","12","VL_BC_COFINS","float","","","","4","N","","Base de Cálculo da COFINS"
"F100","13","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS"
"F100","14","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"F100","15","NAT_BC_CRED","char","","002","","","C","","Código da Natureza da Base de Cálculo do Crédito, conforme a Tabela indicada no item 4.3.7 (Lei nº 12.058/09. art. 35)."
"F100","16","IND_ORIG_CRED","char","","001*","","","C","","Indicador da origem do crédito"
"F100","17","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"F100","18","COD_CCUS","char","","255","","","C","","Código do Centro de Custos"
"F100","19","DESC_DOC_OPER","char","","","","","C","","Descrição do Documento/Operação"
"F111","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório."
"F111","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo."
"F120","2","NAT_BC_CRED","char","True","002","","","C","O","Código da Base de Cálculo do Crédito sobre Bens Incorporados ao Ativo Imobilizado, conforme a Tabela indicada no item 4.3.7"
"F120","3","IDENT_BEM_IMOB","char","True","002*","numeric_code","","N","O","Identificação dos Bens Incorporados ao Ativo Imobilizado"
"F120","4","IND_ORIG_CRED","char","","001*","","","C","","Indicador da origem do bem incorporado ao ativo imobilizado, gerador de crédito"
"F120","5","IND_UTIL_BEM_IMOB","char","True","001*","numeric_code","","N","O","Indicador da Utilização dos Bens Incorporados ao Ativo Imobilizado"
"F120","6","VL_OPER_DEP","float","True","","","2","N","O","Valor do Encargo de Depreciação/Amortização Incorrido no Período"
"F120","7","PARC_OPER_NAO_BC_CRED","float","","","","2","N","","Parcela do Valor do Encargo de Depreciação/Amortização a excluir da base de cálculo de Crédito"
"F120","8","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep, conforme a Tabela indicada no item 4.3.3"
"F120","9","VL_BC_PIS","float","","","","2","N","","Base de Cálculo do Crédito de PIS/Pasep no período (06 - 07)"
"F120","10","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"F120","11","VL_PIS","float","","","","2","N","","Valor do Crédito de PIS/Pasep"
"F120","12","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4"
"F120","13","VL_BC_COFINS","float","","","","2","N","","Base de Cálculo do Crédito da COFINS no período"
"F120","14","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"F120","15","VL_COFINS","float","","","","2","N","","Valor do Crédito da COFINS"
"F120","16","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"F120","17","COD_CCUS","char","","255","","","C","","Código do Centro de Custos"
"F120","18","DESC_BEM_IMOB","char","","","","","C","","Descrição complementar do bem ou grupo de bens, com crédito apurado com base nos encargos de depreciação ou amortização."
"F129","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"F129","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo."
"F130","2","NAT_BC_CRED","char","True","002","","","C","O","Texto fixo contendo 10 Código da Base de Cálculo do Crédito sobre Bens Incorporados ao Ativo Imobilizado, conforme a Tabela indicada no item 4.3.7."
"F130","3","IDENT_BEM_IMOB","char","True","002*","numeric_code","","N","O","Identificação dos Bens Incorporados ao Ativo Imobilizado: 01 = Edificações e Benfeitorias; 03 = Instalações; 04 = Máquinas; 05 = Equipamentos; 06 = Veículos; 99 = Outras Situações"
"F130","4","IND_ORIG_CRED","char","","001*","","","C","","Indicador da origem do bem incorporado ao ativo imobilizado, gerador de crédito: 0 - Aquisição no Mercado Interno 1 - Aquisição no Mercado Externo (Importação)"
"F130","5","IND_UTIL_BEM_IMOB","char","True","001*","numeric_code","","N","O","Indicador da Utilização dos Bens Incorporados ao Ativo Imobilizado: 1 - Produção de Bens Destinados a Venda; 2 - Prestação de Serviços; 3 - Locação a Terceiros; 9 - Outros."
"F130","6","MES_OPER_AQUIS","char","","006*","numeric_code","","N","","Mês/Ano de Aquisição dos Bens Incorporados ao Ativo Imobilizado, com apuração de crédito com base no valor de aquisição."
"F130","7","VL_OPER_AQUIS","float","True","","","2","N","O","Valor de Aquisição dos Bens Incorporados ao Ativo Imobilizado - Crédito com base no valor de aquisição."
"F130","8","PARC_OPER_NAO_BC_CRED","float","","","","2","N","","Parcela do Valor de Aquisição a excluir da base de cálculo de Crédito"
"F130","9","VL_BC_CRED","float","True","","","2","N","O","Valor da Base de Cálculo do Crédito sobre Bens Incorporados ao Ativo Imobilizado (07 - 08)"
"F130","10","IND_NR_PARC","char","True","001*","numeric_code","","N","O","Indicador do Número de Parcelas a serem apropriadas (Crédito sobre Valor de Aquisição): 1 - Integral (Mês de Aquisição); 2 - 12 Meses; 3 - 24 Meses; 4 - 48 Meses; 5 - Outra periodicidade definida em Lei."
"F130","11","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep, conforme a Tabela indicada no item 4.3.3"
"F130","12","VL_BC_PIS","float","","","","2","N","","Base de cálculo Mensal do Crédito de PIS/Pasep, conforme indicador informado no campo 10."
"F130","13","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep"
"F130","14","VL_PIS","float","","","","2","N","","Valor do Crédito de PIS/Pasep"
"F130","15","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4"
"F130","16","VL_BC_COFINS","float","","","","2","N","","Base de Cálculo Mensal do Crédito da COFINS, conforme indicador informado no campo 10."
"F130","17","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS"
"F130","18","VL_COFINS","float","","","","2","N","","Valor do crédito da COFINS"
"F130","19","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"F130","20","COD_CCUS","char","","255","","","C","","Código do Centro de Custos"
"F130","21","DESC_BEM_IMOB","char","","","","","C","","Descrição complementar do bem ou grupo de bens, com crédito apurado com base no valor de aquisição."
"F139","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"F139","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo."
"F150","2","NAT_BC_CRED","char","True","002*","","","C","O","Texto fixo contendo 18 Código da Base de Cálculo do Crédito sobre Estoque de Abertura, conforme a Tabela indicada no item 4.3.7."
"F150","3","VL_TOT_EST","float","True","","","2","N","O","Valor Total do Estoque de Abertura"
"F150","4","EST_IMP","float","","","","2","N","","Parcela do estoque de abertura referente a bens, produtos e mercadorias importados, ou adquiridas no mercado interno sem direito ao crédito"
"F150","5","VL_BC_EST","float","True","","","2","N","O","Valor da Base de Cálculo do Crédito sobre o Estoque de Abertura (03 - 04)"
"F150","6","VL_BC_MEN_EST","float","True","","","2","N","O","Valor da Base de Cálculo Mensal do Crédito sobre o Estoque de Abertura (1/12 avos do campo 05)"
"F150","7","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep, conforme a Tabela indicada no item 4.3.3"
"F150","8","ALIQ_PIS","float","True","008","","4","N","O","Alíquota do PIS/Pasep (em percentual)"
"F150","9","VL_CRED_PIS","float","True","","","2","N","O","Valor Mensal do Crédito Presumido Apurado -  PIS/Pasep  (06 x 08)"
"F150","10","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao COFINS, conforme a Tabela indicada no item 4.3.4"
"F150","11","ALIQ_COFINS","float","True","008","","4","N","O","Alíquota do COFINS (em percentual)"
"F150","12","VL_CRED_COFINS","float","True","","","2","N","O","Valor Mensal do Crédito Presumido Apurado -  COFINS (06 x 11)"
"F150","13","DESC_EST","char","","100","","","C","","Descrição do estoque"
"F150","14","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"F200","2","IND_OPER","char","True","002*","numeric_code","","N","O","Indicador do Tipo da Operação"
"F200","3","UNID_IMOB","char","True","002*","numeric_code","","N","O","Indicador do tipo de unidade imobiliária Vendida."
"F200","4","IDENT_EMP","char","True","","","","C","O","Identificação/Nome do Empreendimento"
"F200","5","DESC_UNID_IMOB","char","","090","","","C","","Descrição Resumida da Unidade Imobiliária Vendida"
"F200","6","NUM_CONT","char","","090","","","C","","Número do Contrato de Venda da Unidade Imobiliária"
"F200","7","CPF_CNPJ_ADQU","char","True","014","","","C","O","Identificação da pessoa  física (CPF) ou da pessoa jurídica (CNPJ) adquirente da unidade imobiliária"
"F200","8","DT_OPER","date","True","008*","","","D","O","Data da operação de venda da Unidade Imobiliária"
"F200","9","VL_TOT_VEND","float","","","","2","N","","Valor total da unidade imobiliária vendida"
"F200","10","VL_REC_ACUM","float","","","","2","N","","Valor recebido, acumulado até o mês anterior ao da escrituração."
"F200","11","VL_TOT_REC","float","True","","","2","N","O","Valor total recebido no mês da escrituração"
"F200","12","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep, conforme a Tabela indicada no item 4.3.3 (IN RFB nº 1.009, de 2010)"
"F200","13","VL_BC_PIS","float","","","","2","N","","Base de Cálculo do PIS/Pasep"
"F200","14","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"F200","15","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"F200","16","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4 (IN RFB nº 1.009, de 2010)"
"F200","17","VL_BC_COFINS","float","","","","2","N","","Base de Cálculo da COFINS"
"F200","18","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"F200","19","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"F200","20","PERC_REC_RECEB","float","","006","","2","N","","Percentual da receita total recebida até o mês, da unidade imobiliária vendida ((Campo 10 + Campo 11) / Campo 09)"
"F200","21","IND_NAT_EMP","char","","001*","numeric_code","","N","","Indicador da Natureza Específica do Empreendimento"
"F200","22","INF_COMP","char","","090","","","C","","Informações Complementares"
"F205","2","VL_CUS_INC_ACUM_ANT","float","True","","","2","N","O","Valor Total do Custo Incorrido da unidade imobiliária acumulado até o mês anterior ao da escrituração"
"F205","3","VL_CUS_INC_PER_ESC","float","True","","","2","N","O","Valor Total do Custo Incorrido da unidade imobiliária no mês da escrituração"
"F205","4","VL_CUS_INC_ACUM","float","True","","","2","N","O","Valor Total do Custo Incorrido da unidade imobiliária acumulado até o mês da escrituração (Campo 02 + 03)"
"F205","5","VL_EXC_BC_CUS_INC_ACUM","float","True","","","2","N","O","Parcela do Custo Incorrido sem direito ao crédito da atividade imobiliária, acumulado até o período"
"F205","6","VL_BC_CUS_INC","float","True","","","2","N","O","Valor da Base de Cálculo do Crédito sobre o Custo Incorrido, acumulado até o período da escrituração (Campo 04 - 05)"
"F205","7","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep, conforme a Tabela indicada no item 4.3.3"
"F205","8","ALIQ_PIS","float","True","008","","4","N","O","Alíquota do PIS/Pasep (em percentual)"
"F205","9","VL_CRED_PIS_ACUM","float","True","","","2","N","O","Valor Total do Crédito Acumulado sobre o custo incorrido - PIS/Pasep (Campo 06 x 08)"
"F205","10","VL_CRED_PIS_DESC_ANT","float","True","","","2","N","O","Parcela do crédito descontada até o período anterior da escrituração – PIS/Pasep (proporcional à receita recebida até o mês anterior)"
"F205","11","VL_CRED_PIS_DESC","float","True","","","2","N","O","Parcela a descontar no período da escrituração  – PIS/Pasep (proporcional à receita recebida no mês)"
"F205","12","VL_CRED_PIS_DESC_FUT","float","True","","","2","N","O","Parcela a descontar em períodos futuros - PIS/Pasep (Campo 09 - 10 - 11)"
"F205","13","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao COFINS, conforme a Tabela indicada no item 4.3.4"
"F205","14","ALIQ_COFINS","float","True","008","","4","N","O","Alíquota da COFINS (em percentual)"
"F205","15","VL_CRED_COFINS_ACUM","float","True","","","2","N","O","Valor Total do Crédito Acumulado sobre o custo incorrido - COFINS (Campo 06 x 14)"
"F205","16","VL_CRED_COFINS_DESC_ANT","float","True","","","2","N","O","Parcela do crédito descontada até o período anterior da escrituração - COFINS (proporcional à receita recebida até o mês anterior)"
"F205","17","VL_CRED_COFINS_DESC","float","True","","","2","N","O","Parcela a descontar no período da escrituração - COFINS (proporcional à receita recebida no mês)"
"F205","18","VL_CRED_COFINS_DESC_FUT","float","True","","","2","N","O","Parcela a descontar em períodos futuros - COFINS (Campo 15 - 16 - 17)"
"F210","2","VL_CUS_ORC","float","True","","","2","N","O","Valor Total do Custo Orçado para Conclusão da Unidade Vendida"
"F210","3","VL_EXC","float","True","","","2","N","O","Valores Referentes a Pagamentos a Pessoas Físicas, Encargos Trabalhistas, Sociais e Previdenciários e à aquisição de bens e serviços não sujeitos ao pagamento das contribuições"
"F210","4","VL_CUS_ORC_AJU","float","True","","","2","N","O","Valor da Base de Calculo do Crédito sobre o Custo Orçado Ajustado (Campo 02 - 03)."
"F210","5","VL_BC_CRED","float","True","","","2","N","O","Valor da Base de Cálculo do Crédito sobre o Custo Orçado no Período"
"F210","6","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep, conforme a Tabela indicada no item 4.3.3."
"F210","7","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"F210","8","VL_CRED_PIS_UTIL","float","","","","2","N","","Valor do Crédito sobre o custo orçado a ser utilizado no período da escrituração - PIS/Pasep"
"F210","9","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4."
"F210","10","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"F210","11","VL_CRED_COFINS_UTIL","float","","","","2","N","","Valor do Crédito sobre o custo orçado a ser utilizado no período da escrituração - COFINS"
"F211","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"F211","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo."
"F500","2","VL_REC_CAIXA","float","True","","","2","N","O","Valor total da receita recebida, referente à combinação de CST e Alíquota"
"F500","3","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"F500","4","VL_DESC_PIS","float","","","","2","N","","Valor do desconto / exclusão da base de cálculo"
"F500","5","VL_BC_PIS","float","","","","2","N","","Valor da base de cálculo do PIS/Pasep"
"F500","6","ALIQ_PIS","float","","008","","4","N","","Alíquota do PIS/Pasep (em percentual)"
"F500","7","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"F500","8","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"F500","9","VL_DESC_COFINS","float","","","","2","N","","Valor do desconto / exclusão da base de cálculo"
"F500","10","VL_BC_COFINS","float","","","","2","N","","Valor da base de cálculo da COFINS"
"F500","11","ALIQ_COFINS","float","","008","","4","N","","Alíquota da COFINS (em percentual)"
"F500","12","VL_COFINS","float","","","","2","N","","Valor da COFINS"
"F500","13","COD_MOD","char","","002*","","","C","","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"F500","14","CFOP","char","","004*","numeric_code","","N","","Código Fiscal de Operação e Prestação"
"F500","15","COD_CTA","char","","255","","","C","","Código da conta analítica contábil debitada/creditada"
"F500","16","INFO_COMPL","char","","","","","C","","Informação complementar"
"F509","2","NUM_PROC","char","True","020","","","C","O","Identificação do processo ou ato concessório"
"F509","3","IND_PROC","char","True","001*","","","C","O","Indicador da origem do processo"
"F510","2","VL_REC_CAIXA","float","True","","","2","N","O","Valor total da receita recebida, referente à combinação de CST e Alíquota"
"F510","3","CST_PIS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente ao PIS/Pasep"
"F510","4","VL_DESC_PIS","float","","","","2","N","","Valor do desconto / exclusão da base de cálculo"
"F510","5","QUANT_BC_PIS","float","","","","3","N","","Base de cálculo em quantidade PIS/Pasep"
"F510","6","ALIQ_PIS_QUANT","float","","","","4","N","","Alíquota do PIS (em reais)"
"F510","7","VL_PIS","float","","","","2","N","","Valor do PIS/Pasep"
"F510","8","CST_COFINS","char","True","002*","numeric_code","","N","O","Código da Situação Tributária referente a COFINS"
"F510","9","VL_DESC_COFINS","float","","","","2","N","","Valor do desconto / exclusão da base de cálculo"
"F510","10","QUANT_BC_COFINS","float","","","","3","N","","Base de cálculo em quantidade COFINS"
"F510","11","ALIQ_COFINS_QUANT","float","","","","4","N","","Alíquota da COFINS (em reais)"
